source,title,organization,application_start,application_end,progress_start,progress_end,apply,link,instructor,phone,tuition,teaching_method,capacity,place,situation,support
부산평생교육정보망,16.[야간특강] TV광고로 재미있게 배우는 보험,서구평생학습관,2024-09-24,2024-10-13,2024-12-05,2024-12-05,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1665&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,15.[야간특강] 대한민국은 왜 아파트인가,서구평생학습관,2024-09-24,2024-10-13,2024-11-28,2024-11-28,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1664&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,14.[야간특강] 주식 초보자도 쉽게 배우는 주식이야기,서구평생학습관,2024-09-24,2024-10-13,2024-11-21,2024-11-21,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1663&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,18.[주말 가족특강] 예쁜 간식 화과자 만들기(10구),서구평생학습관,2024-09-24,2024-10-13,2024-11-16,2024-11-16,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1667&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,10,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,13.[야간특강] 저자극 각질제거 커피슈거 스크럽제,서구평생학습관,2024-09-24,2024-10-13,2024-11-14,2024-11-14,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1662&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,12.[야간특강] 수려한 원석 비즈공예 비녀,서구평생학습관,2024-09-24,2024-10-13,2024-11-07,2024-11-07,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1661&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,11.[야간특강] 실용적인 압화 에코백,서구평생학습관,2024-09-24,2024-10-13,2024-10-31,2024-10-31,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1660&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,[BLESS 4U] (10/29) 스마트폰 기초 <네이버>편,북구평생학습관,2024-09-23,2024-10-25,2024-10-29,2024-10-29,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2469,,051-309-6172,무료,Offline (오프라인),12,만덕도서관 3층 회의실,접수예정,수강료 미지원
부산평생교육정보망,10.[야간특강] 가을에 어울리는 DIY향수 디퓨저,서구평생학습관,2024-09-24,2024-10-13,2024-10-24,2024-10-24,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1659&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,[BLESS 4U] (10/22) 3세대 가족스포츠 '한궁' 게임 체험,북구평생학습관,2024-09-23,2024-10-18,2024-10-22,2024-10-22,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2468,,051-309-6172,무료,Offline (오프라인),12,만덕도서관 3층 회의실,접수예정,수강료 미지원
부산평생교육정보망,9.[야간특강] 가을꽃과 함께하는 이니셜 레진키링,서구평생학습관,2024-09-24,2024-10-16,2024-10-17,2024-10-17,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1658&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,3.[정규]치매재활 활동가 양성 과정,서구평생학습관,2024-09-24,2024-10-13,2024-10-16,2024-12-18,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1652&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,1.[정규]천마산 이야기를 담은 창작 동화책 제작 과정,서구평생학습관,2024-09-24,2024-10-13,2024-10-15,2024-12-03,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1650&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,15,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,[BLESS 4U] (10/15) 치매 방지에 최고! '색소폰' 무엇이든 물어보세요,북구평생학습관,2024-09-23,2024-10-11,2024-10-15,2024-10-15,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2467,,051-309-6172,무료,Offline (오프라인),12,만덕도서관 3층 회의실,접수예정,수강료 미지원
부산평생교육정보망,7.[정규] 이야기할머니 양성 과정(동화구연지도사 자격증),서구평생학습관,2024-09-24,2024-10-13,2024-10-11,2024-12-20,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1656&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,22.[줌(zoom)온라인] 두피건강과 얼굴이 작아지는 셀프마사지,서구평생학습관,2024-09-24,2024-10-13,2024-10-11,2024-12-13,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1671&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,50,실시간온라인 줌(Zoom),접수예정,수강료 지원
부산평생교육정보망,"4.[부모, 조부모]금쪽같은 우리아이 긍정적 훈육법",서구평생학습관,2024-09-24,2024-10-13,2024-10-10,2024-12-05,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1653&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,20,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,5. 나도 영화감독! 스마트폰으로 단편영화 영상 제작,서구평생학습관,2024-09-24,2024-10-13,2024-10-10,2024-11-28,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1654&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,20,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,8.[야간특강] 하나뿐인 나만의 수제도장,서구평생학습관,2024-09-24,2024-10-09,2024-10-10,2024-10-10,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1657&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,21.[줌(zoom)온라인] 10주 완성 연필스케치 기초,서구평생학습관,2024-09-24,2024-10-13,2024-10-08,2024-12-10,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1670&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,50,실시간온라인 줌(Zoom),접수예정,수강료 지원
부산평생교육정보망,[BLESS 4U] (10/8) 스마트폰 기초 <설정>편,북구평생학습관,2024-09-23,2024-10-04,2024-10-08,2024-10-08,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2466,,051-309-6172,무료,Offline (오프라인),12,만덕도서관 3층 회의실,접수예정,수강료 미지원
부산평생교육정보망,20.[줌(zoom)온라인] 쉽게 배워 당장 써먹는 절세비법(연말정산과 세금이야기),서구평생학습관,2024-09-24,2024-10-13,2024-10-07,2024-11-04,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1669&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,50,실시간온라인 줌(Zoom),접수예정,수강료 지원
부산평생교육정보망,[10월] 왕초보 컴퓨터 입문,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-07,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7129&lectureCode=20240911JPPR0100&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=Y&limitNum=1&seqAry=,안정숙,051-605-6382,무료,Offline (오프라인),30,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,[10월] 한셀로 계산하기,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-07,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7131&lectureCode=20240911ADFX8102&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=Y&limitNum=1&seqAry=,안정숙,051-605-6382,무료,Offline (오프라인),20,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,[10월] 인터넷 활용,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-07,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7130&lectureCode=20240911JUCJ9889&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=Y&limitNum=1&seqAry=,안정숙,051-605-6382,무료,Offline (오프라인),30,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,[10월] 실무 엑셀,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-07,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7128&lectureCode=20240911WKVN3018&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=Y&limitNum=1&seqAry=,안정숙,051-605-6382,무료,Offline (오프라인),30,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,"제429회 영도 아카데미 전한길 강사 ""일타강사 전한길이 전하는 성공과 행복""",영도구평생학습관,2024-09-23,2024-10-04,2024-10-07,2024-10-07,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2913,전한길,051-419-4512,무료,Offline (오프라인),350,영도구청 대강당,접수예정,수강료 미지원
부산평생교육정보망,6.[정규] 재난예방안전관리사 자격증 과정,서구평생학습관,2024-09-24,2024-10-13,2024-10-04,2024-12-06,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1655&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,[10월] 스마트폰 활용,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-04,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7133&lectureCode=20240912OOEE0727&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=N&limitNum=1&seqAry=,조현숙,051-605-6382,무료,Offline (오프라인),30,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,[10월] 스마트폰 기초,부산진구평생학습관,2024-09-24,2024-09-26,2024-10-04,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7132&lectureCode=20240912TWLI8496&menuCd=DOM_000001501001001000&orgLectGubun=info&period=80&periodLimit=N&limitNum=1&seqAry=,조현숙,051-605-6382,무료,Offline (오프라인),30,전산교육장,접수예정,수강료 미지원
부산평생교육정보망,2.[정규]당신만 모르는 돈이 되는 비즈니스 글쓰기,서구평생학습관,2024-09-24,2024-10-13,2024-10-02,2024-11-27,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1651&menuCd=DOM_000000703001004000,,051-240-4044,무료,관련링크 참조,30,서구평생학습관,접수예정,수강료 지원
부산평생교육정보망,[모모라미스튜디오] 팝아트 초상화 원데이 클래스,부산진구평생학습관,2024-08-23,2024-09-02,2024-12-04,2024-12-04,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7027&lectureCode=20240814WRII1796&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,크리스마스 토탈공예 (체험),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-28,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7127&lectureCode=20240828RTDC7048&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,공선아 동아리,051-605-6382,무료,Offline (오프라인),10,강의실3,접수마감,수강료 미지원
부산평생교육정보망,[모모라미스튜디오] 크리스마스 트리 나이프화,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-27,2024-11-27,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7026&lectureCode=20240814NDTV2128&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[베이킹숲] 나만의 홈베이킹 (주말/3기),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7022&lectureCode=20240814FQUB7352&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),6,기타,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-23,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-16,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[송협주판화공방] 실크스크린 아카데미(11월),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-07,2024-11-28,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7011&lectureCode=20240814HMEG1365&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,"홈 인테리어, 토탈공예 (체험)",부산진구평생학습관,2024-09-05,2024-09-11,2024-11-07,2024-11-21,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7126&lectureCode=20240828HXJB8798&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,최진선,051-605-6382,무료,Offline (오프라인),10,강의실3,접수마감,수강료 미지원
부산평생교육정보망,[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-12-11,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,나만의 플라워 스튜디오(11월),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-06,2024-11-27,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7112&lectureCode=20240828MJHZ4261&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박진우,051-605-6382,무료,Offline (오프라인),15,조리실,접수마감,수강료 미지원
부산평생교육정보망,[모모라미스튜디오] 왕초보 나이프화 - 겨울,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-11-20,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7028&lectureCode=20240814CUJF1901&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[유리풀] 스테인드 글라스 조명 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-11-06,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7082&lectureCode=20240823LSCG3549&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-05,2024-12-03,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[윤슬공방] 나만의 제품 만들기 - 양단 조끼(중급반),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-05,2024-11-14,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6990&lectureCode=20240814TOGE5596&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-04,2024-12-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(오전),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-04,2024-12-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7084&lectureCode=20240823VXGJ6156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,꼬마쉐프! 요리교실 (11월),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-02,2024-11-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7124&lectureCode=20240828ZFYP2879&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,김명진,051-605-6382,무료,Offline (오프라인),6,조리실,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-02,2024-11-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-02,2024-11-02,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-30,2024-12-04,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,힐링 토탈공예 (체험),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-17,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7125&lectureCode=20240828OLAU8443&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),10,강의실3,접수마감,수강료 미지원
부산평생교육정보망,[모모라미스튜디오] 왕초보 나이프화 - 겨울(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-16,2024-10-30,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7028&lectureCode=20240814CUJF1901&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[베이킹숲] 나만의 홈베이킹 (주말/2기),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-12,2024-11-09,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7023&lectureCode=20240814QAUW7152&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),6,기타,접수마감,수강료 미지원
부산평생교육정보망,기초 탄탄! 일본어 동사활용 회화(초급),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-10,2024-12-12,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7106&lectureCode=20240828LBJQ3907&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),25,강의실3,접수마감,수강료 미지원
부산평생교육정보망,[상희플라워] 플로리스트로 꿈을 키우다(주간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-10,2024-11-28,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7010&lectureCode=20240814DXMS4823&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[상희플라워] 플로리스트로 꿈을 키우다(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-10,2024-11-28,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7009&lectureCode=20240814VLWC1957&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[위드아이센터] 마크라메로 만드는 따뜻한 인테리어 소품,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-10,2024-11-28,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7001&lectureCode=20240814HMOZ1717&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[위드아이센터] 마크라메로 만드는 따뜻한 인테리어 소품(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-10,2024-11-14,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7001&lectureCode=20240814HMOZ1717&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[송협주판화공방] 실크스크린 아카데미(10월),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-10,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7015&lectureCode=20240814JBVL5980&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,김하영,051-605-6382,무료,Offline (오프라인),8,기타,접수마감,수강료 미지원
부산평생교육정보망,[폐강] 감성을 담은 도자기 공예,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-10,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7115&lectureCode=20240828UJSN8313&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박용오,051-605-6382,무료,Offline (오프라인),10,강의실2,접수마감,수강료 미지원
부산평생교육정보망,감성을 담은 도자기 공예,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-10,2024-10-31,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7115&lectureCode=20240828UJSN8313&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,박용오,051-605-6382,무료,Offline (오프라인),10,강의실2,접수마감,수강료 미지원
부산평생교육정보망,바른자세 필라테스,부산진구평생학습관,2024-09-05,2024-09-11,2024-10-08,2024-12-17,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7088&lectureCode=20240828LIJH8843&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,강지현,051-605-6382,무료,Offline (오프라인),15,다목적홀,접수마감,수강료 미지원
부산평생교육정보망,9.**신중년인생이모작** 근골격계질환 예방관리법,서구평생학습관,2024-08-12,2024-08-23,2024-10-07,2024-12-09,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1638&menuCd=DOM_000000703001004000,,051-240-4042,무료,관련링크 참조,15,서구청 평생학습관 2강의실,접수마감,수강료 지원
