id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,preferred_qualifications,views,work_hours,details,email,certification,preference_id,region_id
99,국민 일자리 벼룩시장,미카도스시 아트몰링점,주말헬퍼구함/일식/주방,,"160,000원",2024-10-20,9999-01-01,부산 전지역 전지역,경력,무관, 아르바이트(파트타임),주방장·조리사,http://www.findjob.co.kr/job/view/0132815375182180/WJ010310/,010-3849-7303,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132815375&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1170px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,1
100,국민 일자리 벼룩시장,오가네족발,사직동) 오후 주방직원 모집합니다.(상세내용 필독),,"10,000원",2024-10-19,2999-12-31,부산 동래구 사직동,경력,무관," 정규직, 계약직, 아르바이트(파트타임)",요리·서빙 기타,http://www.findjob.co.kr/job/view/0132812313182180/WJ010310/,0507-2374-3513,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132812313&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1328px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,3
101,국민 일자리 벼룩시장,쌍둥이식당,쌍둥이 돼지국밥 홀서빙 구합니다,,"11,000원",2024-10-20,2999-12-31,부산 동래구 사직동,경력,무관," 정규직, 아르바이트(파트타임)","요리·서빙 기타, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0132812250182180/WJ010310/,051-502-0995,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132812250&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1039px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,3
102,국민 일자리 벼룩시장,좋은하루,반찬잘하는주방이모 구합니다(주말 공휴일 휴무),,"70,000원",2024-10-20,2999-12-31,부산 중구 전지역,경력,무관, 아르바이트(파트타임),"요리·서빙 기타, 주방장·조리사, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0132807372182180/WJ010310/,051-463-6345,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132807372&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1414px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,6
103,국민 일자리 벼룩시장,콩밭골순두부,신규 오픈 매장에서 직원 모집합니다 (주방보조 및 주방 설거지) / 매주일요일 휴무,,"2,900,000원 이상",2024-10-19,2999-12-31,부산 해운대구 좌동순환로 51-4,무관,무관," 정규직, 계약직",주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0113171251181094/WJ010310/,010-3857-3640,,0,"09:00~21:00 휴게시간 포함, 15:00~17시 브레이크","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171251&amp;InputBranch=181&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""658px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,12
104,국민 일자리 벼룩시장,주식회사 시너제닉,AG405호텔 객실정비지원 미화 모집,,"2,150,610원",2024-10-18,2999-12-31,부산 수영구 민락수변로 141,무관,무관, 계약직,모텔·호텔·숙박,http://www.findjob.co.kr/job/view/0006487110180180/WJ010310/,010-3108-4524 문자문의,,0,"09:00~18:00 휴게시간 포함, 스케줄 근무","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6487110&amp;InputBranch=180&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1389px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,5
105,국민 일자리 벼룩시장,맛나감자탕괘법점,주방보조 (주5일)구합니다,,"2,600,000원",2024-10-18,9999-01-01,부산 사상구 운산로 48,무관,무관, 정규직,"주방·주방보조·설거지, 서빙·포장",http://www.findjob.co.kr/job/view/0006488219180180/WJ010310/,010-3564-1524 문자문의,,0,10:30~22:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6488219&amp;InputBranch=180&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1129px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,4
106,국민 일자리 벼룩시장,보배테크,자동차 OP 포장 주간 월 320만 기숙사 외국인,,"3,200,000원",2024-10-18,9999-01-01,부산 기장군 정관읍 가동길 8-9,무관,무관, 계약직,"생산·제조·조립·인쇄, 금속·금형",http://www.findjob.co.kr/job/view/0006485901181180/WJ010310/,010-9727-2840,,0,09:00~18:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6485901&amp;InputBranch=181&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1260px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,2
107,국민 일자리 벼룩시장,굿모닝건설,굿모닝건설 에서 철골/주차타워설치 가능 유경험자 모집 합니다,,"170,000원 이상",2024-10-18,2999-12-31,부산 해운대구 달맞이길117번나길 39,무관,무관," 계약직, 프리랜서","건설구조, 건설·토목 기타, 건설현장",http://www.findjob.co.kr/job/view/0113167504090090/WJ010310/,010-2260-6104,,0,07:00~17:00,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113167504&amp;InputBranch=90&amp;LayoutBranch=90&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1961px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,12
108,국민 일자리 벼룩시장,무무피자,알바모집,,"10,000원",2024-10-21,2999-12-31,부산 남구 전지역,경력,무관, 아르바이트(파트타임),요리·서빙 기타,http://www.findjob.co.kr/job/view/0132801293182180/WJ010310/,051-612-5551,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132801293&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1292px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,8
109,국민 일자리 벼룩시장,성진수산(주)부산항운노동조합,"냉동창고/상하차/입출고/하역/인부구함/단기알바/초보가능/연봉4,000만",,"40,000,000원",2024-10-19,2999-12-31,부산 서구 암남동,경력,무관," 정규직, 계약직, 아르바이트(파트타임)","택배·물류, 건설·토목 기타",http://www.findjob.co.kr/job/view/0132797765182180/WJ010310/,010-3557-3626,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132797765&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1085px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,16
110,국민 일자리 벼룩시장,데일리팡부전점,제과점 월-금 매장알바 구합니다.,,"10,000원",2024-10-19,2999-12-31,부산 부산진구 부전동,경력,무관, 아르바이트(파트타임),주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0132791604182180/WJ010310/,010-3122-9986,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132791604&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1292px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
111,국민 일자리 벼룩시장,부산 서면 현대카드 AIA 생명,신입200만원/교육비150만원/면접선물/재택가능,,"3,400,000원",2024-10-18,2999-12-31,부산 연제구 연산동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132778275182180/WJ010310/,010-2685-2612,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132778275&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""8172px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,11
112,국민 일자리 벼룩시장,부산 연산 BC카드 AIA 생명,신입200만원/교육비150만원/면접선물/경력우대,,"3,400,000원",2024-10-21,2999-12-31,부산 부산진구 부전동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132778185182180/WJ010310/,010-2685-2612,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132778185&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""7945px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
113,국민 일자리 벼룩시장,부산퍼미션 서면 AIA생명 본사직영,오픈충분한DB제공/신입200만/교육비150만/재택가능,,"3,400,000원",2024-10-21,2999-12-31,부산 부산진구 부전동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132778160182180/WJ010310/,010-2685-2612,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132778160&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""8115px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
114,국민 일자리 벼룩시장,더리본주식회사(W웨딩&더파티),"(일20만원이상가능) 행사도우미(서빙,셋팅,정리) 중장년 초보가능 남녀무관",,"200,000원",2024-10-22,2999-12-31,부산 북구 덕천동,경력,무관," 정규직, 계약직, 아르바이트(파트타임)","주방·주방보조·설거지, 서빙·포장, 상조·웨딩·연회",http://www.findjob.co.kr/job/view/0132776155182180/WJ010310/,010-4826-2753,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132776155&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2951px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,15
115,국민 일자리 벼룩시장,(주)더리본(W웨딩&더파티),"(일20만원이상가능) 행사도우미(서빙,셋팅,정리) 중장년 초보가능 남녀무관",,"200,000원",2024-10-22,2999-12-31,부산 금정구 부곡동,경력,무관," 정규직, 계약직, 아르바이트(파트타임)","주방·주방보조·설거지, 서빙·포장, 상조·웨딩·연회",http://www.findjob.co.kr/job/view/0132776108182180/WJ010310/,010-4826-2753,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132776108&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2951px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,13
116,국민 일자리 벼룩시장,경성트랜스,포장이사업체 이삿짐 직원구합니다,,"120,000원",2024-10-20,2999-12-31,부산 금정구 금사동,무관,무관, 아르바이트(파트타임),"택배·물류, 건설·토목 기타, 배송·이사",http://www.findjob.co.kr/job/view/0132775401182180/WJ010310/,010-2201-9352,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132775401&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1283px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,13
117,국민 일자리 벼룩시장,로얄AT&C,경력직 정책자금 TM 사원을 모십니다,,"2,200,000원",2024-10-21,2999-12-31,부산 부산진구 전지역,경력 1년 이상,고졸이상," 계약직, 아르바이트(파트타임), 위촉직","경리·세무·회계, 아웃바운드·TM, 일반·기술영업",http://www.findjob.co.kr/job/view/0132774966182180/WJ010310/,010-6451-3466,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132774966&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1746px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
118,국민 일자리 벼룩시장,부산서면 AIA생명 본사직영센터,10-2시2-6시] 재택가능교육비150만신입200만경력업적무관400만,,"3,400,000원",2024-10-21,2999-12-31,부산 부산진구 부전동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132774729182180/WJ010310/,02-3452-2612,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132774729&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""5189px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
119,국민 일자리 벼룩시장,명지동AIA 본사콜센터 신규오픈,[10-3시파트재택가능) 교육비150신입200만경력400만보장면접선물,,"3,400,000원",2024-10-21,2999-12-31,부산 강서구 명지동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132774734182180/WJ010310/,02-3452-2612,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132774734&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""5427px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,7
120,국민 일자리 벼룩시장,BC카드 연산 파트타임 TM콜센터,상담 교육비150 / 신입200만 / 경력전직소득보장,,"3,400,000원",2024-10-21,2999-12-31,부산 부산진구 부전동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드",http://www.findjob.co.kr/job/view/0132774678182180/WJ010310/,02-3448-1256,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132774678&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""6427px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
121,국민 일자리 벼룩시장,현대카드 서면 파트타임 콜센터,4시간 상담직 교육비150만/신입200만/경력전소득보장,,"3,400,000원",2024-10-21,2999-12-31,부산 부산진구 부전동,경력,무관, 위촉직,"인바운드·CS, 아웃바운드·TM, 금융·보험·카드, 일반·기술영업",http://www.findjob.co.kr/job/view/0132774578182180/WJ010310/,02-3448-1256,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132774578&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""7152px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
122,국민 일자리 벼룩시장,(주)봄소리 에이치에스,산모 신생아 건강관리사 모집,,"103,200원 이상",2024-10-17,2999-12-31,부산 부산진구 거제대로 46,무관,무관," 정규직, 계약직",요양·간병·돌봄,http://www.findjob.co.kr/job/view/0006487135180180/WJ010310/,010-4557-9535,,0,09:00~18:00 휴게시간 포함,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6487135&amp;InputBranch=180&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""294px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
123,국민 일자리 벼룩시장,주식회사 더원이츠,CU편의점 식품제조 조리부 파트 모집합니다.,,"9,860원",2024-10-21,2999-12-31,부산 북구 구포동,무관,무관," 정규직, 계약직","주방·주방보조·설거지, 생산·제조·조립·인쇄, 포장·검사",http://www.findjob.co.kr/job/view/0132773744182180/WJ010310/,0507-2375-8767,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132773744&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1315px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,15
124,국민 일자리 벼룩시장,메리츠화재 부산중앙본부,부산중앙본부 사업설명회/누구나가능/꿀알바/10월21일/하루단기,,"50,000원",2024-10-18,2999-12-31,부산 동구 초량동,경력,무관," 정규직, 아르바이트(파트타임), 위촉직","금융·보험·카드, 일반·기술영업, 사무·기획·관리·홍보",http://www.findjob.co.kr/job/view/0132773157182180/WJ010310/,010-6587-6923,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132773157&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2630px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,14
125,국민 일자리 벼룩시장,메리놀병원장례식장,메리놀병원장례식장 주방보조 하실분 구합니다.,,"2,300,000원 이상",2024-10-17,2999-12-31,부산 중구 중구로 121,무관,무관," 정규직, 계약직, 아르바이트(파트타임)",주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0006487000180180/WJ010310/,010-2829-6387,,0,"09:00~18:00 협의가능, 휴게시간 포함, 로테이션(교대근무)","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6487000&amp;InputBranch=180&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""221px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,6
126,국민 일자리 벼룩시장,본좌김밥,분식집 주방 직원 구합니다.,,"2,800,000원",2024-10-17,2999-12-31,부산 남구 전지역,경력,무관," 정규직, 아르바이트(파트타임)","요리·서빙 기타, 주방장·조리사",http://www.findjob.co.kr/job/view/0132767920182180/WJ010310/,0507-2372-7031,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132767920&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1292px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,8
127,국민 일자리 벼룩시장,마일드푸드,+강추+ 엄궁회초장집 / 홀서빙(포스기 사용가능하신분),,"2,100,000원",2024-10-21,2999-12-31,부산 사상구 엄궁동,경력,무관, 정규직,"요리·서빙 기타, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0132763353182180/WJ010310/,010-2478-7891,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132763353&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1580px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,4
128,국민 일자리 벼룩시장,모시모시,롯데백화점 광복점 모시모시초밥집에서 홀서빙직원및 아르바이트 구합니다.,,"2,800,000원",2024-10-17,2999-12-31,부산 중구 중앙동,경력 1년 이상,무관," 정규직, 계약직, 아르바이트(파트타임)","요리·서빙 기타, 백화점·아울렛·쇼핑몰, 서빙·포장",http://www.findjob.co.kr/job/view/0132762771182180/WJ010310/,0507-2363-1859,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132762771&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1633px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,6
129,국민 일자리 벼룩시장,대동건설인력,초보자도 가능한 건설현장 노가다 일하실분 모집합니다 숙식제공 친구동반가능 왕초보자환영,,"160,000원 이상",2024-10-16,2999-12-31,부산 북구 금곡대로 161,무관,무관," 정규직, 아르바이트(파트타임)","건설구조, 건설현장, 전기·조명·시설관리",http://www.findjob.co.kr/job/view/0006484946181180/WJ010310/,010-6836-0881,,0,"07:30~16:00 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6484946&amp;InputBranch=181&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1766px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,15
130,국민 일자리 벼룩시장,국밥참맛있는집 부산시민공원점,"홀알바 일3시간 3일근무 (목,금,토 )",,"10,000원",2024-10-16,2999-12-31,부산 부산진구 부암동,경력,무관," 계약직, 아르바이트(파트타임)",요리·서빙 기타,http://www.findjob.co.kr/job/view/0132758775182180/WJ010310/,010-3039-8448,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132758775&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1292px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
131,국민 일자리 벼룩시장,그랜드조선 직원식당,호텔 구내식당 조리사 직원 모집,,"2,300,000원",2024-10-17,9999-01-01,부산 수영구 전지역,경력,무관," 정규직, 파견직, 아르바이트(파트타임)","주방·주방보조·설거지, 주방장·조리사",http://www.findjob.co.kr/job/view/0132754206182180/WJ010310/,010-3916-9488,,0,,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132754206&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1408px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,5
132,국민 일자리 벼룩시장,더리본(W웨딩&더파티),"W웨딩&더파티 간단한 서빙,셋팅,정리 모집(일15만원이상가능) 주부중장년가능",,"150,000원",2024-10-22,2999-12-31,부산 강서구 명지동,경력,무관," 아르바이트(파트타임), 위촉직","서빙·포장, 청소·미화·방역, 상조·웨딩·연회",http://www.findjob.co.kr/job/view/0132753755182180/WJ010310/,010-4128-6783,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=132753755&amp;InputBranch=182&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2523px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,7
