id,combined_cleaned,region_id
357,가족 추석맞이 캐릭터 송편 만들기 사하구평생학습관 예술형,10
358,원북색특강아동나를 찾아줘 생명의 소중함과 문제 해결 방법 생각하기 영도구평생학습관 사회형,17
359,자개 책갈피 만들기 영도구평생학습관 현실형,17
360,곰방공방 터프팅 거울만들기 부산진구평생학습관 예술형,9
361,월 토요스토리텔링 영도구평생학습관 사회형,17
362,젊어지는 나의 첫 영어 북구평생학습관 진취형,15
363,퀼트마인 레드웍 들꽃자수를 수놓은 가을 소품 부산진구평생학습관 예술형,9
364,좋아요를 부르는 인스타그램 사용법일반강좌 수영구평생학습관 진취형,5
365,우리동네 인문학 교실 동화 읽는 어른들일반 성인 북구평생학습관 사회형,15
366,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
367,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
368,알면 알수록 빠져드는 색연필화일반강좌 수영구평생학습관 예술형,5
369,제대로 배워보는 홈트레이닝일반강좌 수영구평생학습관 현실형,5
370,평생학습센터 하와이 훌라댄스 중구평생학습관 사회형,6
371,이쌤캘리아트 내 글씨가 예술 글씨로 변하는 체인지 캘리그라피 부산진구평생학습관 예술형,9
372,플러스펜 수채 캘리그라피일반강좌 수영구평생학습관 예술형,5
373,우리동네 인문학 교실 동화 읽는 어른들시니어반 북구평생학습관 사회형,15
374,나도 기자 사진과 글로 기록하는 우리동네 이야기일반강좌 수영구평생학습관 진취형,5
375,테스트 서구평생학습관 진취형,16
376,제회 서구미래아카데미 서구평생학습관 진취형,16
377,연필드로잉일반강좌 수영구평생학습관 예술형,5
378,푸어푸어공방 집에서도 할수있는 은세공 만들기 부산진구평생학습관 예술형,9
379,침선공예연구회 색다른 수공예 아름다운 태팅레이스 부산진구평생학습관 예술형,9
380,해설과 라이브 연주가 있는 클라식 렉처콘서트일반강좌 수영구평생학습관 예술형,5
381,푸어푸어공방 집에서도 할수있는 은세공 만들기 부산진구평생학습관 예술형,9
382,은모루 퇴근후 취미는 실버쥬얼리 시리즈 디자인야간 부산진구평생학습관 예술형,9
383,모모라미스튜디오 왕초보 나이프화 꽃 부산진구평생학습관 예술형,9
384,테스트 서구평생학습관 진취형,16
385,위드아이센터 스탠드형 버블풍선 만들기 부산진구평생학습관 예술형,9
386,헤르테세라믹 도자기에 그리는 청화 작업으로 완성하는 홈카페 부산진구평생학습관 예술형,9
387,위드아이센터 스탠드형 버블풍선 만들기야간 부산진구평생학습관 예술형,9
388,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 영도구평생학습관 진취형,17
389,미디어강사양성과정 해운대구 평생학습관 진취형,12
390,모모라미스튜디오 일레븐데이 클래스 주간 부산진구평생학습관 예술형,9
391,하반기 평생학습관 시니어 색연필그리기 영도구평생학습관 예술형,17
392,소연아트랩 선긋기 기초부터 배우는 붓펜캘리그라피 부산진구평생학습관 예술형,9
393,우리동네 인문학 교실 명작 속으로 떠나는 마음여행속마음을 들킨 예술가들 북구평생학습관 예술형,15
394,소연아트랩 플러스펜으로 마법의 수채화 그림그리기 부산진구평생학습관 예술형,9
395,모모라미스튜디오 주로 작가그림 도전하기주간 부산진구평생학습관 예술형,9
396,이쌤캘리아트 수채화와 예쁜 손글씨 붓펜 캘리그라피 부산진구평생학습관 예술형,9
397,인문학 하브루타 삶의 지혜를 발견하는 그림책 영도구평생학습관 진취형,17
398,길소의부엌 하루한끼 든든하게 집밥 부산진구평생학습관 현실형,9
399,위드아이센터 내 손으로 만드는 실용적인 뜨개 소품 부산진구평생학습관 예술형,9
400,  다육식물로 꾸미는 플랜테리어 분경 북구평생학습관 현실형,15
401,원북색특강성인 세탁비는 이야기로 받습니다 산복빨래방 우리동네 산복도로 이야기 영도구평생학습관 현실형,17
402,어울림마당작은서관 백드롭페인팅 영도구평생학습관 예술형,17
403,소연아트랩 악필교정 캘리그라피 급 자격증반 부산진구평생학습관 예술형,9
404,푸어푸어공방 왁스카빙 은제품 만들기 부산진구평생학습관 예술형,9
405,길소의부엌 계절담은 홈메이드 퓨전떡 부산진구평생학습관 현실형,9
406,들락날락 영어랑 놀자유치부 영도구평생학습관 사회형,17
407,기반형 어린이 영어교육프로그램 로키토키 영도구평생학습관 진취형,17
408,평생학습센터 팡팡 라인댄스 중구평생학습관 예술형,6
409,년 영도에서 떠나는 유럽예술여행기 영도구평생학습관 진취형,17
410,베이킹숲 나만의 홈베이킹 주말기 부산진구평생학습관 현실형,9
411,길소의부엌 우리쌀로 만드는 막걸리와 핑거푸드 부산진구평생학습관 현실형,9
412,가족과 함께 오일파스텔 가을하늘 드로잉가족인팀 영도구평생학습관 사회형,17
413,나의 반려동물 석고방향제 만들기 영도구평생학습관 현실형,17
414,들락날락 영어랑 놀자초등부 영도구평생학습관 사회형,17
415,해설과 연주가 있는 클라식 렉처 콘서트  중구평생학습관 예술형,6
416,논어로 배우는 한문오전 중구평생학습관 진취형,6
417,하반기 평생학습관 난독증 치료를 위한 문해교육사 양성과정 영도구평생학습관 사회형,17
418, 신중년인생이모작 캘리그라피 자격과정급 서구평생학습관 예술형,16
419,하반기 평생학습관 병원동행 매니저 자격과정 영도구평생학습관 사회형,17
420,신중년인생이모작 캘리그라피 자격과정급 서구평생학습관 예술형,16
421,오일파스텔 기초부터 명화그리기까지 해운대구 평생학습관 예술형,12
422,하반기 평생학습관 가을에 시작되는 감성 수채화 영도구평생학습관 예술형,17
423,길소의부엌 설기위에 꽃피우다 플라워케이크 부산진구평생학습관 현실형,9
424,따라하면 통증을 줄여주는 목 어깨 허리 무릎 재활운동 북구평생학습관 현실형,15
425,앉아서 떠나는 건축과 미술 여행 해운대구 평생학습관 예술형,12
426,베이킹숲 나만의 홈베이킹 우리가족을 위한 디저트 만들기 부산진구평생학습관 현실형,9
427,해돋이작은도서관 전통 무드등 만들기 영도구평생학습관 예술형,17
428,부산의 포구가 품고있는 삶과 역사의 파노라마 중구평생학습관 진취형,6
429,감성을 더하는 인물 데생 중구평생학습관 예술형,6
430,병원동행매니저 자격증 과정 북구평생학습관 사회형,15
431,하반기 평생학습관 노인돌봄 지도사 자격과정 영도구평생학습관 사회형,17
432,평생학습센터 구구팔팔 건강체조 중구평생학습관 사회형,6
433,하반기 평생학습관 시니어 스마트폰 기초 영도구평생학습관 진취형,17
434,업사이클환경공예지도사 양성과정 해운대구 평생학습관 진취형,12
435,쉽게 그리는 크레용화오일 파스텔화 북구평생학습관 예술형,15
436,모모라미스튜디오 일레븐데이 클래스 야간 부산진구평생학습관 예술형,9
437,리듬스푼지도사 급 해운대구 평생학습관 사회형,12
438,모모라미스튜디오 주로 작가그림 도전하기야간 부산진구평생학습관 예술형,9
439,책 읽어주는 북 내레이터 과정 영도구평생학습관 사회형,17
440,내 손으로 만드는 나무 소품우드 카빙 사하구평생학습관 예술형,10
441,명화 속 인문산책 해운대구 평생학습관 예술형,12
442,스피치와 함께하는 우리들 세상 영도구평생학습관 사회형,17
443,신중년인생이모작 타로카드로 찾는 지혜 서구평생학습관 진취형,16
444, 신중년인생이모작 타로카드로 찾는 지혜 서구평생학습관 진취형,16
445,위드아이센터 나에게 맞는 공예 찾기 매주 원데이 부산진구평생학습관 예술형,9
446,부산眞대학커피에 진심을 담다하반기 부산진구평생학습관 현실형,9
447,월 스마트폰 기초 부산진구평생학습관 진취형,9
448,월 스마트폰 활용 부산진구평생학습관 진취형,9
449,송협주판화공방 실크스크린 아카데미월 부산진구평생학습관 예술형,9
450,필수 재테크 상식 금융 부동산 실속 재테크 북구평생학습관 탐구형,15
451, 건강하고 행복한 일상을 위한 스트레스 우울감 긍정 관리법 북구평생학습관 사회형,15
452,이야기 할머니 양성과정동화구연지도사 중구평생학습관 사회형,6
453,뉴스와 함께 알아보는 경제이야기 북구평생학습관 진취형,15
454,동화구연지도사 급 자격과정 북구평생학습관 사회형,15
455,감성을 더한 글씨 수채 캘리그라피 급 자격과정 북구평생학습관 예술형,15
456,노후준비전문강사 급 양성과정 북구평생학습관 사회형,15
457,아는 만큼 보인다 세계 건축여행 해운대구 평생학습관 진취형,12
458,집에서 따라할 수 있는 소도구 필라테스 해운대구 평생학습관 현실형,12
459,하반기 평생학습관 한글새움 예쁜 글씨 쓰기 영도구평생학습관 예술형,17
460,내가 만드는 숏폼릴스 영상 해운대구 평생학습관 예술형,12
461,미중년 남성 통기타 교실초급 북구평생학습관 사회형,15
462,생각 쑥쑥 그림책 놀이 반 영도구평생학습관 사회형,17
463,년 하반기 반 유아 세 영도구평생학습관 사회형,17
464,년 하반기 반 초등 학년 영도구평생학습관 진취형,17
465,커피 인문학과 함께 홈카페 즐기기 북구평생학습관 진취형,15
466,신중년인생이모작 꼭 한번은 들어야 할 웰당잉 서구평생학습관 사회형,16
467,인공지능이 궁금해 처음 시작하는 생성형 인공지능 알기 북구평생학습관 진취형,15
468,신중년인생이모작 꼭 한번은 들어야 할 웰다잉 서구평생학습관 사회형,16
469,모모라미스튜디오 왕초보 나이프화 꽃야간 부산진구평생학습관 예술형,9
470,야간특강레진공예 책갈피 및 가방걸이 만들기 서구평생학습관 예술형,16
471,하반기 평생학습관 유쾌한 커뮤니케이션 대화법 영도구평생학습관 사회형,17
472,마음을 열어주는 생활 수필 쓰기 중구평생학습관 예술형,6
473,타로심리상담전문가 급 자격과정 북구평생학습관 진취형,15
474,줌바피트니스댄스 해운대구 평생학습관 사회형,12
475,하반기 평생학습관 도시로 떠나는 문학여행 영도구평생학습관 진취형,17
476,스마트폰으로 보는 세상 해운대구 평생학습관 진취형,12
477,어반드로잉 도시 속 삶을 그리다 해운대구 평생학습관 예술형,12
478,하반기 평생학습관 밸런스 바디 디자인 영도구평생학습관 사회형,17
479,하반기 평생학습관 몽글몽글 뜨개소품 만들기 영도구평생학습관 예술형,17
480,책으로 성장하는 독서 아카데미 영도구평생학습관 진취형,17
481,해운대 지역강사 역량강화 스킬 업 해운대구 평생학습관 진취형,12
482,책은 읽고 생각은 익고_어떻게 살 것인가 북구평생학습관 진취형,15
483,일상에서 소박한 민주주의 찾기 북구평생학습관 사회형,15
484,디지털배움터 스마트폰스마트하게 사용하기 사하구평생학습관 진취형,10
485,  멋진인생 청바지청춘은 바로 지금부터 북구평생학습관 예술형,15
486,시니어 스마트폰 사진 꾸미기신중년 대상 영도구평생학습관 진취형,17
487,신중년인생이모작 미술심리상담사 자격과정급 서구평생학습관 진취형,16
488, 신중년인생이모작 미술심리상담사 자격과정 서구평생학습관 진취형,16
489,책과 함께 떠나는 예술가 기행 북구평생학습관 진취형,15
490,인생은 놀이다 전래놀이코칭지도사 급 해운대구 평생학습관 사회형,12
491,업사이클환경교육지도사 급 해운대구 평생학습관 진취형,12
492,월 사진 편집과 블로그야간 부산진구평생학습관 진취형,9
493,월 엑셀 시작하기 부산진구평생학습관 진취형,9
494,월 사진 편집과 블로그 부산진구평생학습관 진취형,9
495,월 문서편집 시작하기 부산진구평생학습관 진취형,9
496,월엑셀 시작하기 부산진구평생학습관 진취형,9
497,월 왕초보 컴퓨터 입문 부산진구평생학습관 진취형,9
498, 신중년인생이모작 펜 동화 일러스트 서구평생학습관 예술형,16
499, 신중년인생이모작 펜 동화 일러스트 서구평생학습관 예술형,16
500,제회 부산진 희망아카데미 부산진구평생학습관 사회형,9
501,신중년인생이모작 세대를 위한 챗의 이해와 실습 서구평생학습관 진취형,16
502, 신중년인생이모작  세대를 위한 챗의 이해와 실습 서구평생학습관 진취형,16
