id,combined_cleaned,region_id
288,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,5
289,구내식당 조리원 모집 육지동물 및 반려동물 도매업 관계없음 현실형,4
290,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 기타 요양보호사 급자격증 사회형,17
291,재가요양보호사 모집 그 외 기타 보건업 요양보호사필수 사회형,4
292,재가요양보호사 방문 복지서비스 제공업 요양보호사급필수 사회형,15
293,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,10
294,다대포 다대수병원 조리사 구인합니다 일반 병원 한식조리기능사필수 기타 인근거주자 우대 현실형,10
295,재가요양보호사 모집합니다 노인 요양 복지시설 운영업 요양보호사필수 사회형,3
296,재가요양보호사 모집 그 외 기타 거주 복지시설 운영업 요양보호사필수 사회형,12
297,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 기타 치매교육이수증 사회형,17
298,등급 할머니재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,14
299,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,3
300,아파트 경비원 채용 부동산 관련 서비스업 관계없음 현실형,10
301,재가요양보호사 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,6
302,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,2
303,오후시반시 등급 여자어르신 돌봄 방문 복지서비스 제공업 요양보호사필수 현실형,9
304,아파트 경비원 구인 가상자산 매매 및 중개업 관계없음 현실형,10
305,방문요양 요양보호사 모집 사회복지 서비스업 요양보호사필수 사회형,14
306,요양병원 조리사 채용 요양 병원 한식조리기능사필수 기타 外 기타 조리사 자격증 사회형,10
307,대신해모로센트럴 아파트 미화원 외곽 미화원 채용 경비 및 경호 서비스업 관계없음 현실형,16
308,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사급필수 사회형,12
309,등급 여자 어르신오전주일재가 요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,14
310,한방병원 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,3
311,호텔 룸메이드 구인 일반 및 생활 숙박시설 운영업 관계없음 현실형,14
312,재가요양보호사 선생님을 모집 방문 복지서비스 제공업 요양보호사필수 사회형,12
313,재가요양보호사 모집일광 농산물 건조 선별 및 기타 수확 후 서비스업 요양보호사급필수 현실형,2
314,재가 요양보호사 모집 오전등급남자주 일 방문 복지서비스 제공업 관계없음 사회형,9
315,재가요양보호사 모집기장 노인 요양 복지시설 운영업 요양보호사필수 사회형,2
316,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,9
317,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,9
318,재가요양보호사 모집 보건업 요양보호사필수 사회형,17
319,조리사 보조어린이집 조리보조 업무 유아 교육기관 관계없음 현실형,12
320,남구 용호동 요양보호사님을 모집합니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,8
321,재가요양보호사 채용치매교육이수자 방문 복지서비스 제공업 요양보호사급필수 사회형,5
322,재가요양보호사 모집 정관 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,2
323,재가요양보호사 구인 노인 요양 복지시설 운영업 관계없음 사회형,5
324,아파트 미화원 모집정관 경비 및 경호 서비스업 관계없음 현실형,2
325,장애인활동지원사 모집 방문 복지서비스 제공업 관계없음 현실형,2
326,퇴원환자 안심돌봄 서비스 요양보호사님 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,6
327,아파트 경비원 모집 사업시설 유지관리 서비스업 관계없음 탐구형,5
328,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,11
329,재가요양보호사병원투석동행 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
330,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,8
331,다이캐스팅 제조 생산업무 주형 및 금형 제조업 관계없음 현실형,4
332,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,8
333,을숙도 장애인스포츠센터 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,10
334,사하구 구평동 편한세상사하차아파트 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,10
335,장애인활동지원사 모집 방문 복지서비스 제공업 관계없음 현실형,3
336,재가요양보호사 모집 그 외 기타 보건업 요양보호사필수 사회형,4
337,재가요양보호사 모집 보건업 요양보호사필수 사회형,10
338,치매교육 재가요양보호사 구인 개인 간병 및 유사 서비스업 요양보호사필수 사회형,13
339,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,5
340,시간 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,3
341,재가요양보호사 모집일광 학리 노인 요양 복지시설 운영업 요양보호사필수 사회형,2
342,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,11
343,그 외 기타 비거주 복지 서비스업 요양보호사필수 현실형,15
344,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,8
345,배산역 인근 요양보호사 구인 방문 복지서비스 제공업 요양보호사급필수 사회형,11
346,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,13
347,사상구청 채용대행 아파트 청소원외곽 모집 경비 및 경호 서비스업 관계없음 현실형,12
348,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,3
349,요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,12
350,남구 용호동 아파트 커뮤니티 미화원남성분채용 사업시설 유지관리 서비스업 관계없음 탐구형,8
351,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,6
352,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,13
353,주하나티엠 아파트미화원 모집기장 건물 및 토목 엔지니어링 서비스업 관계없음 현실형,2
354,현대차아파트 미화원 모집 주거용 부동산 관리업 관계없음 탐구형,12
355,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,13
356,사하구 스틸 청소원 구인 소독 구충 및 방제 서비스업 관계없음 현실형,10
357,재가요양보호사 구인 개인 간병 및 유사 서비스업 요양보호사필수 사회형,11
358,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,6
359,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 기타 치매교육이수증 필수 사회형,6
360,미화원 모집 임시 및 일용 인력 공급업 관계없음 현실형,10
361,재가요양보호사방문목욕 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,10
362,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,7
363,신명나는 데이케어 센터 주간보호센터 요양보호사 구인합니다 노인 요양 복지시설 운영업 자동차운전면허종보통필수 요양보호사필수 사회형,9
364,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사급필수 사회형,12
365,자동미싱장비 조작업무 기타 섬유 의복 및 가죽 가공 기계 제조업 관계없음 현실형,13
366,경비원모집 경비 및 경호 서비스업 관계없음 현실형,13
367,재봉 미싱 경력자 모집 기타 섬유 의복 및 가죽 가공 기계 제조업 관계없음 현실형,13
368,더샾 아델리스 여 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,12
369,재가요양보호사 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,6
370,재가요양보호사 모십니다등급오전남자어르신주일 사회복지 상담서비스 제공업 요양보호사필수 사회형,15
371,등급 할머니독거 재가 요양보호사 채용 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,14
372,냉동수산물 판매 및 창고정리원 모집 신선 냉동 및 기타 수산물 도매업 자동차운전면허우대 현실형,16
373,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,5
374,요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,17
375,재가요양보호사 주일 오후등급 남자어르신 노인 요양 복지시설 운영업 관계없음 사회형,9
376,장애인활동지원사 구인 방문 복지서비스 제공업 관계없음 현실형,12
377,일광 재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,2
378,부산역인근 호텔 객실메이드 채용 그 외 기타 숙박업 관계없음 현실형,14
379,아파트 미화원 구인 주거용 부동산 관리업 관계없음 탐구형,10
380,남구 대연동 요양보호사님을 모집합니다 방문 복지서비스 제공업 요양보호사급필수 사회형,8
381,재가요양보호사님 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,14
382,주간보호센터 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,15
383,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,11
384,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,3
385,등급 할머니 오전 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,8
386,장애인 활동지원사 모십니다 방문 복지서비스 제공업 관계없음 현실형,17
387,셔츠교복제작 미싱사 및 보조원 모집 봉제의복 제조업 관계없음 현실형,11
388,장애인활동지원사 모집입니다 방문 복지서비스 제공업 관계없음 현실형,11
389,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,5
390,버스 실내 및 사무실 미화원 채용 사업지원 서비스업 관계없음 현실형,13
391,봉생힐링병원 통합간호병동 요양보호사 개인 간병 및 유사 서비스업 요양보호사필수 사회형,8
392,시간 재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사급필수 사회형,13
393,재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수 사회형,10
394,시간 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,9
395,대신동 재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,16
396,재가요양보호사 구인 방문 복지서비스 제공업 요양보호사필수 사회형,11
397,치매이수 재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,8
398,등급 여자어르신 요양보호사 채용 오전 또는 오후 선택 가능 사회복지 상담서비스 제공업 요양보호사필수 사회형,5
399,과자류 제조 생산원 모집 과자류 및 코코아 제품 제조업 관계없음 현실형,7
400,경비원명 미화원명 모집 경비 및 경호 서비스업 관계없음 현실형,11
401,미화 청소 채용 공중 보건 의료업 관계없음 현실형,10
402,재가요양보호사 채용 노인 요양 복지시설 운영업 요양보호사필수 사회형,17
403,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,16
404,아파트 청소원 모집 사업시설 유지관리 서비스업 관계없음 탐구형,13
405,재가요양보호사 구인 방문 복지서비스 제공업 요양보호사급필수 사회형,9
406,주간보호센터 시설요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 자동차운전면허종보통필수 사회형,8
407,요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 기타 건강검진결과 통보서 사회형,12
408,병동보호사 채용 일반 병원 간호조무사우대 요양보호사우대 사회형,10
409,부산진소방서 구내식당 조리사 모집 경비 및 경호 서비스업 관계없음 현실형,9
410,주방보조원 모집 음식점업 관계없음 현실형,9
411,산후도우미 모집 방문 복지서비스 제공업 관계없음 사회형,12
412,병원 조리보조원 채용 기관 구내식당업 관계없음 현실형,3
413,부산큰병원 청소원 모집 경총중장년내일센터 채용대행 건축물 일반 청소업 관계없음 현실형,9
414,가산사회복지사 급구 방문 복지서비스 제공업 사회복지사필수 현실형,12
415,부산 잡 페스티벌 참가 업체 신세계 스파랜드 센텀시티점 환경 주간야간 미화원 채용 음식점업 관계없음 현실형,12
416,주례동 재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,4
417,등급 대 독거 할머니 오후 시 주일 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 기타 사회형,4
418,부산 잡 페스티벌 참가 업체 신세계 스파랜드 센텀시티점 주방 스튜어드기물 사원 채용 음식점업 관계없음 현실형,12
419,부산 잡 페스티벌 참가 업체 신세계 스파랜드 센텀시티점 카페 서비스 사원 채용 음식점업 관계없음 현실형,12
420,부산 잡 페스티벌 참가 업체 신세계 스파랜드 센텀시티점 키친 조리사 채용 음식점업 관계없음 현실형,12
421,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
422,요양병원 급식보조원 채용 요양 병원 관계없음 사회형,3
423,부산큰병원 시설관리원 모집 경총중장년내일센터 채용대행 건축물 일반 청소업 관계없음 탐구형,9
424,재가요양보호사 모집기장 개인 간병 및 유사 서비스업 요양보호사필수 사회형,2
425,주소담소담 주방 직원 구인 육류 포장육 및 냉동육 가공업 가금류 제외 관계없음 현실형,2
426,재가 요양보호사 구인 방문 복지서비스 제공업 요양보호사우대 사회형,14
427,등급 할머니 오전시시 주 일 재가요양보호사 구인 사회복지 서비스업 요양보호사필수 사회형,10
428,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,2
429,부산 잡 페스티벌 참가 업체 그랜드조선 호텔 주방 內 스튜어드기물 사원 채용 상용 인력 공급 및 인사관리 서비스업 관계없음 탐구형,12
430,장애인활동지원사 모십니다 방문 복지서비스 제공업 관계없음 현실형,17
431,재가 요양보호사 구인 방문 복지서비스 제공업 요양보호사우대 사회형,17
432,주간보호센터 요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수 자동차운전면허필수 사회형,10
433,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,4
434,개금동 재가 요양보호사 모집 사회복지 상담서비스 제공업 관계없음 사회형,9
435,주간보호센터_운전원 구합니다 노인 요양 복지시설 운영업 자동차운전면허종보통필수 사회형,10
436,대신해모로센트럴 아파트 사우나 미화원 채용 야간 경비 및 경호 서비스업 관계없음 현실형,16
437,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,17
438,재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 기타 사회형,12
439,재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수 사회형,4
440,재가요양보호사 모집반송 사회복지 상담서비스 제공업 요양보호사급필수 사회형,12
441,구서롯데캐슬골드단지 경비원 채용 경비 및 경호 서비스업 기타 일반경비원신임교육 이수 필수 현실형,13
442,폐기물 분류 작업 건설 폐기물 수집 운반업 관계없음 현실형,13
443,더샾 아델리스 오피스텔 여성 사우나실 미화원 구인 경비 및 경호 서비스업 관계없음 현실형,12
444,재가요양보호사 모집합니다 방문 복지서비스 제공업 요양보호사급필수 사회형,5
445,재가요양보호사 모집 합니다 방문 복지서비스 제공업 요양보호사필수 사회형,13
446,긴급돌봄 방문요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 기타 요양보호사 급자격증 사회형,15
447,재가요양보호사 채용 사회복지 상담서비스 제공업 요양보호사급필수 사회형,11
448,장애인 활동지원사 모집 년 근육장애 남성 방문 복지서비스 제공업 관계없음 현실형,9
449,오후 주일 변경됨 재가요양보호사 모집 방문 복지서비스 제공업 관계없음 사회형,9
450,우리동네 센터 영카페 참여자 모집 공고부산해운대시니어클럽 사회복지 서비스업 관계없음 현실형,12
451,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
452,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,14
453,주간보호센터 사회복지사 모집 기장 노인 요양 복지시설 운영업 자동차운전면허종보통필수 사회형,2
454,주간보호센터 요양보호사 모집 기장 노인 요양 복지시설 운영업 자동차운전면허종보통필수 사회형,2
455,주방찬모 모집정관 도시락 및 식사용 조리식품 제조업 관계없음 현실형,2
456,재가요양보호사 모집 개인 간병 및 유사 서비스업 요양보호사필수 사회형,5
457,재가요양보호사 모십니다 사회복지 상담서비스 제공업 요양보호사필수 사회형,6
458,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,15
459,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,12
460,아파트 청소원 모집 경비 및 경호 서비스업 관계없음 현실형,5
461,초량인창요양병원 중환자실 공동간병사 모집 개인 간병 및 유사 서비스업 요양보호사우대 기타 간병사 자격증 가능 사회형,14
462,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,13
463,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
464,남구 문현동 요양보호사님을 모집합니다 노인 요양 복지시설 운영업 요양보호사필수 사회형,8
465,요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,12
466,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,13
467,학교 급식보조원 채용 교육 행정 관계없음 현실형,9
468,등급 여자 재가요양보호사 방문 복지서비스 제공업 요양보호사필수 사회형,10
469,고기집 홀서빙원 채용 한식 음식점업 관계없음 현실형,15
470,등급 남자어르신 오전 요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,14
471,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,10
472,장안공단내 구내식당 석식조리사 한식 일반 음식점업 관계없음 현실형,2
473,봉생병원 청소원 채용 건축물 일반 청소업 관계없음 현실형,14
474,재송동 등급 세 여자어르신 요양보호사 구인 노인 요양 복지시설 운영업 요양보호사급필수 사회형,12
475,부산더파티 행사보조업무 한식 일반 음식점업 관계없음 현실형,9
476,동주파크 아파트 관리소장 모십니다 부동산업 관계없음 탐구형,6
477,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수 사회형,11
478,영업관리자 신발 부분품 제조업 자동차운전면허종보통필수 탐구형,4
479,등급 할머니 재가요양보호사님을 모집합니다 그 외 기타 보건업 요양보호사필수 사회형,10
480,등급 어르신 돌봄 방문 복지서비스 제공업 요양보호사필수 사회형,8
481,좌동 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,12
482,오전등급 할머니재가요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,14
483,장애인활동지원사 모집 방문 복지서비스 제공업 관계없음 현실형,2
484,중구청 구내식당 조리 보조하실 분 모집합니다 출장 음식 서비스업 관계없음 현실형,6
485,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수 사회형,10
486,채용대행연산동 대진그린타워 아파트 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,11
487,채용대행영도 부산 일신마리나아파트 미화원 경비 및 경호 서비스업 관계없음 현실형,17
488,기와집숯불갈비 주방직원 모집 공고 음식점업 관계없음 현실형,15
489,시설 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,4
490,재가요양보호사 채용 방문 복지서비스 제공업 요양보호사급필수 사회형,12
491,남구 용당동 요양보호사님을 모집합니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,8
492,요양보호사님을 모집합니다 방문 복지서비스 제공업 요양보호사필수 사회형,10
493,영산대학교 해운대캠퍼스 미화원 모집파트타임 건축물 일반 청소업 관계없음 현실형,12
494,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,11
495,재가요양보호사 구인 방문 복지서비스 제공업 요양보호사필수 사회형,6
496,재가요양보호사 구인 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,10
497,재가요양보호사 모집 보건업 요양보호사필수 사회형,17
498,요양보호사 채용 기타 사회서비스 관리 행정 요양보호사필수 사회형,14
499,아파트 미화원 구인 사업시설 유지관리 서비스업 관계없음 탐구형,11
500,재가 요양보호사 모십니다 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,5
501,요양보호사급구 노인 요양 복지시설 운영업 요양보호사급필수 사회형,17
502,건설 폐기물차량톤톤 수집 운반 기사채용 건설 폐기물 수집 운반업 관계없음 현실형,13
503,재가요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사급필수 사회형,16
504,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,17
505,남포동 그리핀베이 호텔 로비정리 및 청소보조 주거용 건물 임대업 관계없음 현실형,6
506,재가요양보호사 채용 사회복지 서비스업 요양보호사필수 사회형,7
507,재가 요양보호사 모집 사회복지 서비스업 요양보호사필수 사회형,14
508,주간보호센터 요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,12
509,단시간 주방보조설거지 직원 모집 김밥 및 기타 간이 음식점업 관계없음 현실형,14
510,주간보호센터 시설요양보호사 선생님 모집 사회복지 상담서비스 제공업 요양보호사필수 자동차운전면허종보통필수 사회형,3
511,재가요양보호사 채용 개인 간병 및 유사 서비스업 관계없음 사회형,5
512,우동 등급 세 여자어르신 요양보호사 구인 노인 요양 복지시설 운영업 요양보호사급필수 사회형,12
513,재가요양보호사 모집 그 외 기타 보건업 요양보호사급필수 사회형,9
514,남구 대연동 주택 재가요양보호사 채용 방문 복지서비스 제공업 요양보호사급필수 사회형,8
515,신세대지큐빌아파트 미화원 모집 임시 및 일용 인력 공급업 관계없음 현실형,10
516,건물 전기 과장 모집 기타 개인 서비스업 전기산업기사필수 전기기사필수 현실형,10
517,요양원 요양보호사님 모십니다 기타 부동산 임대업 요양보호사필수 사회형,6
518,재가요양보호사 명 모집 그 외 기타 비거주 복지 서비스업 요양보호사급필수 사회형,3
519,배송 운전기사 채용 기타 신선식품 및 단순 가공식품 소매업 자동차운전면허종보통필수 현실형,16
520,한우식당 주차관리 및 단순노무원 모집 음식점업 관계없음 탐구형,16
521,공용청소부 신입경력 채용 호텔업 관계없음 현실형,10
522,영도요양원 조리원 모집자격증 없어도 가능 노인 요양 복지시설 운영업 관계없음 사회형,17
523,재가요양보호사 노인 요양 복지시설 운영업 요양보호사급필수 사회형,10
524,재가요양보호사 모집 정관 방문 복지서비스 제공업 요양보호사급필수 자동차운전면허필수 사회형,2
525,부산성모병원 경비 안내조 경비원 채용 경비 및 경호 서비스업 관계없음 현실형,8
526,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,9
527,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,13
528,영주동 등급 여자어르신 주일 오후시간 요양보호사 채용 방문 복지서비스 제공업 요양보호사필수 사회형,6
529,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,12
530,요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,12
531,서면 해물탕집 청소 모집 한식 음식점업 관계없음 현실형,9
532,본사 미화팀 청소장비 경력자 구인 건축물 일반 청소업 관계없음 현실형,12
533,재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,14
534,재가 요양보호사 모집 노인 요양 복지시설 운영업 요양보호사필수 사회형,5
535,화 서구 일자리박람회간접참여업체 부산공동어시장 조합공동사업법인 위판장청소원 모집 신선 냉동 및 기타 수산물 도매업 관계없음 현실형,16
536,화 서구 일자리 박람회간접 참여 업체부산족발 홀서빙원 모집 한식 음식점업 관계없음 현실형,6
537,아파트 미화원 구인 부동산업 관계없음 현실형,4
538,장애인활동보조인 모집 그 외 기타 비거주 복지 서비스업 관계없음 현실형,4
539,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,5
540,재가요양보호사 모집 정관 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,2
541,병원급식조리사 및 조리원 모집 공중 보건 의료업 관계없음 사회형,13
542,스퀘어 상가 미화원 채용 경비 및 경호 서비스업 관계없음 현실형,8
543,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,9
544,재가요양보호사 모집 사회복지 상담서비스 제공업 요양보호사필수 사회형,4
545,요양보호사님 구합니다동삼동 방문 복지서비스 제공업 요양보호사필수 사회형,17
546,괘법동 장애인활동보조인 모집 그 외 기타 비거주 복지 서비스업 관계없음 현실형,4
547,현대요양병원 조리사 및 조리원 구인 요양 병원 한식조리기능사우대 사회형,2
548,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,15
549,대형 범용선반 조작원 모집 기타 기계 및 장비 제조업 관계없음 현실형,4
550,당감동 재가요양보호사 노인 요양 복지시설 운영업 요양보호사필수 사회형,9
551,남구 용호동 요양보호사님을 모집합니다 노인 양로 복지시설 운영업 요양보호사급필수 사회형,8
552,요양보호사 구인 방문 복지서비스 제공업 요양보호사필수 사회형,12
553,아파트 청소원 모집 경비 및 경호 서비스업 관계없음 현실형,12
554,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,11
555,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,13
556,요양보호사 모집 사회복지 상담서비스 제공업 요양보호사급필수 사회형,5
557,재가요양보호사 모집명 모집 방문 복지서비스 제공업 요양보호사필수 사회형,5
558,등급 여자 어르신 재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,11
559,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사급필수 사회형,5
560,목욕전담 요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,4
561,채소 포장직원 채용합니다 기타 산업용 농산물 도매업 관계없음 현실형,7
562,등급 여자어르신 돌봄 사회복지 상담서비스 제공업 요양보호사급필수 현실형,16
563,요양보호사님 구합니다강동동 방문 복지서비스 제공업 요양보호사필수 사회형,7
564,재가요양보호사 모집 정관 노인 요양 복지시설 운영업 요양보호사필수 기타 치매이수교육 필수 사회형,2
565,등급남자어르신오전요양보호사 채용 그 외 기타 보건업 요양보호사필수 사회형,16
566,재가요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,8
567,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,8
568,백양산 롯데캐슬 미화원 사업시설 유지관리 서비스업 관계없음 탐구형,9
569,부산 동매역 공사 현장 경비 격일제 경비 및 경호 서비스업 관계없음 현실형,10
570,병원 급식 주방보조원 모집 그 외 기타 보건업 관계없음 현실형,16
571,재가요양보호사 채용 그 외 기타 보건업 요양보호사필수 사회형,9
572,우신골든메르시아 상가 미화원 모집 경비 및 경호 서비스업 관계없음 현실형,12
573,소망한끼 영양사 모집 시간제 음식점업 영양사필수 현실형,2
574,부산센텀시티점 미화원 채용공고 상용 인력 공급 및 인사관리 서비스업 관계없음 탐구형,12
575,재가 요양보호사 모집 그 외 기타 보건업 요양보호사필수 사회형,11
576,병원 급식 조리사 모집 그 외 기타 보건업 관계없음 현실형,16
577,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,9
578,베이커리 공장 직원 모집 포장 및 주방보조 만세 이상 우대 빵류 제조업 제빵기능사우대 제과기능사우대 현실형,7
579,포장및 배송직원 모집 기타 산업용 농산물 도매업 자동차운전면허필수 현실형,4
580,요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,12
581,원양로 동일조선주_특수경비원 모집 경비 및 경호 서비스업 기타 특수경비원 교육이수 현실형,10
582,재가요양보호사 모집 그 외 기타 비거주 복지 서비스업 요양보호사필수 사회형,15
583,재가요양보호사 모집합니다 사회복지 상담서비스 제공업 요양보호사필수 사회형,5
584,용역관리 경력자 모집 경비 및 경호 서비스업 관계없음 탐구형,6
585,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사우대 사회형,8
586,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,4
587,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,6
588,재가요양보호사님 모십니다 방문 복지서비스 제공업 요양보호사필수 사회형,16
589,남구 대연동 요양보호사님을 모집합니다 방문 복지서비스 제공업 요양보호사필수 사회형,8
590,남구 용호동 요양보호사님을 모집합니다 노인 양로 복지시설 운영업 요양보호사급필수 사회형,8
591,재가요양보호사 모집 노인 요양 복지시설 운영업 요양보호사급필수 사회형,12
592,사랑방재가노인복지센터 재가요양보호사 모집기장 고촌 노인 요양 복지시설 운영업 요양보호사필수 사회형,2
593,재가요양보호사 모집 방문 복지서비스 제공업 요양보호사필수 사회형,2
594,재가 요양보호사 모집 그 외 기타 거주 복지시설 운영업 요양보호사필수 사회형,12
595,재가요양보호사 구인 노인 요양 복지시설 운영업 요양보호사필수 사회형,7
