출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,우대사항,링크,조회수
고용24,초록노인재가복지센터,[남산동] 요양보호사 채용,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 금정구 중앙대로 2061-28, . (남산동, 명성하이츠빌라)",관계없음,학력무관,"주 2일 근무
(주 소정근로시간: 10시간)",방문 복지서비스 제공업,,"<td>
              
              초록노인재가복지센터<br/>남산동 명성하이트빌라<br/>4등급 80대여자어르신 / 독거<br/>주5일 8시~10시<br/>시급 15,000원(기본시급 9,860원+주휴수당, 연차수당 등 포함)<br/>문의 010-4963-5802<br/>
</td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBC002410210003&rtnTarget=list2&pageIndex=6&rtnUrl=?,129
고용24,행복마루노인재가복지센터,[ 망미동 ] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 수영구 연수로315번길 16 (망미동, 더�파크리치)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,,"<td>
              
              - 4등급  80대 중반 남자 어르신 ( 독거 )<br/>- 주3일 / 오후 16:00 ~ 19:00<br/>- 시급: 9,860원 ( 제세수당 별도)<br/>- 일상적인 요양보호업무 <br/>- 행복마루 노인재가센터 : 010-3120-0108<br/><br/>*실제 서비스 제공기간에 따라 임금을계산하여 지급하는 형태로 채용 시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBB002410210002&rtnTarget=list3&pageIndex=6&rtnUrl=?,51
고용24,진우유통,[모라동] 구내식당 조리원 모집,월급 100만원 ~ 100만원,2024-10-21,2024-12-20,"부산광역시 사상구 사상로 572, 진우유통 (모라동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 17시간)",육지동물 및 반려동물 도매업,,"<td>
              
              [모라동] 진우유통 구내식당 조리원<br/><br/>1.업무 : 직원 식사준비 / 식수 10인<br/>2. 근무시간 : 07:00~10:30 / 주5일<br/><br/>*지원문의 : 010-4830-7081 (전화 후 방문희망)
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBI002410210002&rtnTarget=list4&pageIndex=6&rtnUrl=?,144
고용24,행복나눔 재가노인복지센터,[동삼동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-21,2024-12-20,"부산광역시 영도구 웃서발로 88-6, - (동삼동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 상담서비스 제공업,,"<td>
              
              [ 동삼동 탑마트 인근 ]<br/><br/>- 4등급 70대중반 여자어르신<br/>- 가사지원, 식사지원 등 일상생활 지원<br/>- 14시~17시 주5일<br/>- 시급12,500원 (주휴수당 +연차수당 포함/기본시급 9,860원) <br/><br/>** 지원희망시 010-7554-3591번으로 연락바랍니다. **
            </td>","요양보호사(필수)
기타 : 요양보호사 1급자격증","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410210007&rtnTarget=list5&pageIndex=6&rtnUrl=?,95
고용24,신모라재가복지센터,[모라동] 재가요양보호사 모집,"시급 9,860원 ~ 12,400원",2024-10-21,2024-12-20,"부산광역시 사상구 모라로110번길 121, .. (모라동, 주공아파트1단지)",경력 (최소 0년 1 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 보건업,,"<td>
              
              - 모라주공 1단지<br/>- 4등급 82세 할머니(배우자 거주)<br/>- 청소, 반찬 도움, 병원동행<br/>- 주 5일 9시~12시<br/>- 채용담당자: 010-9302-8127
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410210006&rtnTarget=list6&pageIndex=6&rtnUrl=?,137
고용24,북구재가방문요양센터,[금곡동]재가요양보호사,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 북구 효열로 134 (금곡동, 금곡8단지주공아파트)",관계없음,학력무관,주 5일 근무,방문 복지서비스 제공업,,"<td>
              
              2등급 85세 여자어르신, 독거<br/>자녀가 반찬제공<br/>대상자케어 등 일상생활 지원위주의 업무<br/>부축하여 거동가능, 인지상태양호<br/>주5일(월-금) 13:00-17:00(4시간)<br/>금곡9단지 주공아파트
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KEC0052410210003&rtnTarget=list7&pageIndex=6&rtnUrl=?,243
고용24,부모시니어협동조합부모시니어복지센터,[하단동] 재가요양보호사 모집,"시급 13,000원 이상",2024-10-21,2024-12-20,"부산광역시 사하구 낙동대로575번길 10, . (하단동, 남영아파트)",경력 (최소 0년 3 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,051-220-5695,"<td>
              
              [하단동] 남영아파트<br/>- 5등급 81세 남자어르신<br/>- 13:00~16:00(주5일)<br/>- 제수당 포함 13,000원<br/>- 경력 3개월이상 필수<br/>- 치매교욱이수자 지원가능<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. <br/>지원문의 : 051-220-5695 실제 구직지원 의사 있는 분들만 지원부탁드립니다.
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410210004&rtnTarget=list8&pageIndex=6&rtnUrl=?,154
고용24,의료법인성신의료재단(다대수병원),다대포 다대수병원 조리사 구인합니다,월급 250만원 이상,2024-10-21,2024-12-20,"부산광역시 사하구 다대로 565, 다대수병원 (다대동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",일반 병원,051-220-5695,"<td>
              
              병원 환자식 및 직원식 조리 (조리사 자격증필수)<br/><br/>- 점심기준 약 130인분 조리<br/>- 조리사 2명, 조리원 6명 근무 중<br/>- 주말 대체 휴무 실시<br/><br/>인근거주자 우대<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다.<br/>  실제 구직의사 있는 분들만 접수 부탁드립니다. (지원문의: 051-220-5695)
            </td>","한식조리기능사(필수)
기타 : 인근거주자 우대","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=K130052410210003&rtnTarget=list9&pageIndex=6&rtnUrl=?,93
고용24,미소재가복지센터,[안락동] 재가요양보호사 모집합니다.,"시급 9,860원 ~ 12,500원",2024-10-21,2024-12-20,"부산광역시 동래구 충렬대로447번길 38 (안락동, 부산안락4 휴먼시아)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",노인 요양 복지시설 운영업,,"<td>
              
              [안락동] 재가요양보호사 선생님 모집<br/>- 4등급 여자어르신<br/>- 09:00~12:00 / 주3일<br/>  (요일협의가능) <br/>- 시급 : 9,860원<br/>  (수당포함시 12,500원)<br/>- 가사 지원, 일상생활 지원<br/>- 채용담당자 : 010-6713-4452 [ 미소재가복지센터 ]
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410210005&rtnTarget=list10&pageIndex=6&rtnUrl=?,131
고용24,해피데이노인복지센터,[재송동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 해운대구 재반로84번길 8, 법원 인근 (재송동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 20시간)",그 외 기타 거주 복지시설 운영업,,"<td>
              
              - 재송동 법원 인근<br/>- 2등급 76세 여자어르신 <br/>- 주5일 / 10:00~14:00 또는 11:00~15:00 (4시간) <br/>- 시급 9,860원(수당별도)<br/>- 가시지원, 일상생활지원, 신체활동지원 등<br/>* [ 해피데이 노인복지센터 ] 010-2045-6800 통화후 지원
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410210004&rtnTarget=list1&pageIndex=7&rtnUrl=?,126
고용24,동행재가노인복지센터,[대평동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-21,2024-12-20,"부산광역시 영도구 대평동1가 대평로 16 (대평동1가, 대동대교맨션아파트)",관계없음,학력무관,주 6일 근무,노인 요양 복지시설 운영업,,"<td>
              
              - 3등급 할머니(81)/독거<br/>- 주6일, 09:00~12:00<br/>- 대동대교맨션 아파트<br/>- 신체활동지원, 가사지원,  정서지원<br/>- 최저시급 9,860원+ 각종 제수당포함 :12,500원<br/>- 지원시 010-5582-5025 전화후 방문.
            </td>","요양보호사(필수)
기타 : 치매교육이수증","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBO002410210001&rtnTarget=list2&pageIndex=7&rtnUrl=?,0
고용24,다드림재가복지센터,[좌천동] 4등급 할머니/재가요양보호사 채용,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 동구 성남일로 5, 101동 (좌천동, 두산위브범일뉴타운)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 4등급 40년생 할머니(딸 출근으로 케어시간은 혼자계심)<br/>- 11:30~14:30 (3시간/주5일)<br/>- 병원(혈액투석) 모시러 감, 가사지원 및 일상생활지원 (거동가능함)<br/>- 시급12,400원(제수당포함)<br/><br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 **
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBF002410210002&rtnTarget=list3&pageIndex=7&rtnUrl=?,60
고용24,두표재가복지센터,[ 복천동 ] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",2024-10-21,2024-12-20,"부산광역시 동래구 복천로5번길 34, . (복천동, 우성베스토피아)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [ 복천동 ] 재가요양보호사 모집<br/><br/>- 우성 베스토피아 ( 동래구 복천로5번길 34 )<br/>- 3등급 팔십오세 여 어르신( 배우자분 낮에 외출하여 대부분 부재이심) <br/>- 09:00~12:00 / 주 5일 / 15시간<br/>- 시급9,860원, 수당별도 -&gt; 약 12,500원<br/>- 신체활동 지원, 가사 및 일상생활지원 등<br/><br/>** [ 두표재가복지센터] : ☎ 010-8835-7644 통화 후 지원 **<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410210001&rtnTarget=list4&pageIndex=7&rtnUrl=?,141
고용24,삼경제일아파트입주자대표회의,[장림동] 아파트 경비원 채용,월급 176만원 ~ 176만원,2024-10-21,2024-12-20,"부산광역시 사하구 두송로 68, . (장림동, 삼경제일아파트)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 34시간)",부동산 관련 서비스업,051-220-5692,"<td>
              
              [장림동] 삼경제일아파트 경비원 모집<br/>- 아파트 경비 업무<br/>- 06:30분 격일제 근무<br/>- 경비교육이수 필수/ 경력무관 <br/>- 급여: 1,760,460원, 야간 수당 별도 70,000원<br/>*사하구청 일자리센터 채용대행 건입니다. 전화☎051-220-5692 문의 후 지원바랍니다.<br/><br/>*동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)등에 차이가 있을 수 있습니다.
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410210002&rtnTarget=list5&pageIndex=7&rtnUrl=?,213
고용24,감동재가복지센터,[대청동] 재가요양보호사 모십니다.,"시급 9,860원 ~ 12,500원",2024-10-21,2024-12-20,부산광역시 중구 대청동4가 중구로 82 (대청동4가),관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 24시간)",그 외 기타 비거주 복지 서비스업,,"<td>
              
              ● 대청동 / 광일초등학교 인근 거주<br/>● 2등급 80대 후반 / 독거 / 할머니<br/>● 거동가능하심 / 가사도움, 청소도움 / 이동식 변기 사용<br/>● 시급: 12.500원(9.860+제수당) + 가산수당 3000원 <br/>● 근무시간 : 주6일 / 08:00~12:00 /  ""서비스 이용자의 상황에 따라 근로 시간 외 '추가 시간' 있을 수 있음""<br/>● 채용담당자 : 051-905-5522<br/><br/>※ 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정) 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBP002410210001&rtnTarget=list6&pageIndex=7&rtnUrl=?,90
고용24,(A)효드림 노인복지센터,재가요양보호사 모집 [월평리],"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 기장군 정관읍 월평1길 21, ,",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              ■ (A)효드림노인복지센터 (정관센터)<br/>- 근무지 : 정관읍 월평리<br/>- 대상자 : 4등급, 80대 중반, 여자어르신, 부부거주                 <br/>- 우대사항 : 요양보호사 자격증 (필수), 자차(출퇴근용)<br/>- 근무시간 : 주 6일, 15:00~18:00<br/>- 급여사항 : 시급 12,500원 (수당포함), 교통비 별도<br/>- 지원방법 : 전화 후 방문<br/>***( 문의 : 051-728-6345 )<br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 **
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410210001&rtnTarget=list7&pageIndex=7&rtnUrl=?,64
고용24,주식회사늘사랑재가복지센터,[범천동] 오후3시반-6시 4등급 여자어르신 돌봄,"시급 9,860원 이상",2024-10-21,2024-12-20,"부산광역시 부산진구 범일로154번길 49 (범천동, 가야누리애)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 12시간)",방문 복지서비스 제공업,051-419-4378,"<td>
              
              *4등급 여자어르신 돌봄<br/>*일상생활 지원 등<br/>*주5일 오후3:30-6시(2시간30분) <br/>*부산광역시 부산진구 범일로 154번길 49(범천동, 가야누리애)<br/><br/>*문의: 051-419-4378<br/><br/>*시급 총 12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>*실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로, 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410210002&rtnTarget=list8&pageIndex=7&rtnUrl=?,139
고용24,신동양아파트 입주자대표회의,[괴정동] 아파트 경비원 구인,월급 255만원 이상,2024-10-21,2024-12-20,"부산광역시 사하구 낙동대로 265, 1층 (괴정동)",관계없음,고졸,"주 3일 근무
(주 소정근로시간: 48시간)",가상자산 매매 및 중개업,051-220-5695,"<td>
              
              괴정동 신동양아파트 경비 구인 <br/> - 273세대 아파트<br/> - 격일근무, 07:00~ 익일07:00(휴게시간 9시간)<br/> - 아파트 경비 및 관리사무소 업무 보조<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다. <br/>지원 문의: 051-220-5695 실제 구직지원 의사 있는 분들만 접수 부탁드립니다.   
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410210001&rtnTarget=list9&pageIndex=7&rtnUrl=?,449
고용24,기쁨재가요양복지센터,[동구]방문요양 요양보호사 모집,"시급 9,860원 ~ 12,400원",2024-10-21,2024-12-20,"부산광역시 동구 망양로593번길 21-1, 관음사 인근 (초량동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",사회복지 서비스업,,"<td>
              
              - 4등급 80대 여자 어르신(독거)<br/>- 12:30 ~ 15:30 (3시간) / 주6일<br/>- 시급: 9,860원(12,400원(제수당 포함))<br/>- 기본 요양보호사 업무(신체활동지원, 가사지원, 외출동행)<br/><br/>* 지원희망시 전화주세요 010-2631-0692
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF11272410210001&rtnTarget=list10&pageIndex=7&rtnUrl=?,86
고용24,선안요양병원,요양병원 조리사 채용,월급 245만원 ~ 248만원,2024-10-21,2024-11-04,부산광역시 사하구 다대로 616 (다대동),경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",요양 병원,,"<td>
              
              [다대동]요양병원 조리사 모집 <br/>-조리 자격증 소지자 필수(종류무관)<br/>-주 5일, 오전 6시~ 오후6시 (휴게 3시간 포함)<br/>- 경력 1년이상 우대<br/>- 월급 : 245만원<br/>- 4대보험, 식사제공<br/><br/>(* 하단의  소정근로시간 주 40시간과는 업무 상황상 무관임을  안내드립니다.)
            </td>","한식조리기능사(필수)
기타 : 外 기타 조리사 자격증","(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KEC0052410210002&rtnTarget=list1&pageIndex=8&rtnUrl=?,69
고용24,(주)듀델코리아,[서대신동2가] 대신해모로센트럴 아파트 미화원 / 외곽 미화원 채용,"시급 9,860원 ~ 9,860원",2024-10-21,2024-11-04,"부산광역시 서구 서대신동2가 대티로 178, , (서대신동2가, 대신해모로센트럴아파트)",관계없음,학력무관,주 6일 근무,경비 및 경호 서비스업,,"<td>
              
              [서대신동2가] 대신해모로센트럴 아파트 미화원 / 외곽 미화원 채용<br/><br/>ㅁ 근무주소 : 서구 대티로 178 (대신해모로센트럴아파트)<br/>ㅁ 모집직종 : 아파트 미화원 1명/ 외곽 미화원 1명<br/>ㅁ 우대사항 : 복지카드 소지자 우대<br/>ㅁ 근무시간 <br/>    1) 아파트 미화 : 주6일, 평일 9:00~15:30 (1시간 휴무), 토요일 9:00~12:00<br/>    2) 외곽 미화 : 주6일, 평일 9:00~16:00 (1시간 휴무), 토요일 9:00~12:00<br/>ㅁ 월 급 여 : 아파트 미화 1,548,020원, 외곽 미화 1,635,400원      <br/>ㅁ 접수방법 : 이력서 팩스/메일접수 (팩스번호 051-243-6013 / 이메일 hsa6011@naver.com)<br/>  ""지원시 이력서 '대신해모로 미화/외곽 미화 지원' 작성""<br/>ㅁ 문의 : 051-243-6011 (관리사무실)<br/><br/>* 사전 약속없이 근무지 (아파트)로 방문하는 일이 없도록 해주시기 바랍니다.
            </td>",관계없음  ,"장애인
              
              	(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBA002410210001&rtnTarget=list2&pageIndex=8&rtnUrl=?,170
고용24,조은방문요양센터,[해운대 우동 신동아 아파트]재가요양보호사 모집,"시급 12,500원 이상",2024-10-21,2024-11-04,"부산광역시 해운대구 우동1로 9-28, 2동 (신동아아파트)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",사회복지 상담서비스 제공업,,"<td>
              
              [우동 신동아아파트]재가요양보호사 모집<br/>- 대 상 :  4등급 87세 독거 할머니(어르신 순하시고 아주 좋으심)<br/>- 시 간 : 주 6일 가능하며 13시-16시<br/>- 업 무 :  가사 지원 말 벗 병원 동행 <br/>              출근하여 점심 챙겨드리고 저녁을 드실 수 있도록 준비.<br/>-시 급 : 9860원(연차 주휴등 포함 12,500원) <br/>- 문 의 : 010-5488-8599<br/>
</td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410210001&rtnTarget=list3&pageIndex=8&rtnUrl=?,117
고용24,효재가노인복지센터,[초량동] 4등급 여자 어르신/오전/주5일/재가 요양보호사 채용,"시급 9,860원 ~ 9,860원",2024-10-21,2024-11-04,부산광역시 동구 영초길232번길 4 (초량동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 49년생 4등급 여자어르신(배우자 거주)<br/>- 주변정리정돈/식사준비 및 제공 / 말벗 등<br/>- 주5일 / 9:00~12:00<br/>- 시급 : 12.500원(제수당 포함)<br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 **
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBF002410210001&rtnTarget=list4&pageIndex=8&rtnUrl=?,38
고용24,범호개발주식회사,[부산진구청 채용대행]한방병원 미화원 모집,월급 188만원 이상,2024-10-21,2024-11-04,부산광역시 동래구 중앙대로 1523 (온천동),경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 6일 근무
(주 소정근로시간: 32시간)",경비 및 경호 서비스업,051-605-6403,"<td>
              
              [부산진구청 채용대행] 온천장 한방병원 미화원 모집<br/><br/>- (월~금) 07:00~15:30 근무5.5H/휴게3H(08:00~9:30/10:00~10:30/12:00~13:30/14:00~14:30)<br/>- (토)      07:00~11:30 근무4.5H<br/>- 공휴일 당직(교대) 7:00~12:00 근무5H<br/>- 급여 1,884,237원<br/>- 지하철1호선 온천장역 5번출구에서 161M<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요 ☎051-605-6403<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에  차이가 있을 수 있습니다.
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBH002410210001&rtnTarget=list5&pageIndex=8&rtnUrl=?,194
고용24,라메르관광호텔부산해수랜드(주),[부산해수랜드]호텔 룸메이드 구인,월급 200만원 이상,2024-10-21,2024-11-04,"부산광역시 동구 조방로34번길 9, 라메르관광호텔 (범일동)",경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 33시간)",일반 및 생활 숙박시설 운영업,,"<td>
              
              [부산해수랜드]호텔 룸메이드 구인<br/>-호텔 객실청소, 룸메이드 업무<br/>-월급여 200만원<br/>-9:00~16:00(휴게시간 포함)<br/>-주중 5일 근무/주말근무 가능하신분<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KEC0052410210001&rtnTarget=list6&pageIndex=8&rtnUrl=?,97
고용24,진솔재가센터,[ 좌동 코오롱아파트] 재가요양보호사 선생님을 모집,"시급 9,860원 ~ 9,860원",2024-10-21,2024-11-04,"부산광역시 해운대구 대천로 35, . (좌동, 코오롱아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              [좌동 코오롱아파트] 요양보호사 모집<br/><br/>- 대      상 : 5등급/89세 할머니 /독거(귀가 약간 어두움)<br/>- 근무시간 : 오전/ 9시~12시 /주5일<br/>- 시      급 : 9,860원 / 주휴,연차수당 포함시 12,500원<br/>- 근무장소 : 해운대구 좌동 코오롱아파트<br/>- 업무내용 : 기본적인 요양업무/ 성실하고 책임감 있고 열성이 있으신분<br/><br/>- 통화 후 방문(진솔재가센터 051-521-5206 /010-2555-5206)<br/><br/>※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음.
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBQ002410180014&rtnTarget=list7&pageIndex=8&rtnUrl=?,55
고용24,주식회사 백촌라이프케어,재가요양보호사 모집(일광),"시급 9,860원 ~ 9,860원",2024-10-21,2024-11-04,"부산광역시 기장군 일광읍 동백길 3, 동백리경로회관 인근 주택",신입,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)","농산물 건조, 선별 및 기타 수확 후 서비스업",,"<td>
              
              ㅁ 업 체 명 : 백촌라이프케어재가센터(일광)<br/>ㅁ 근무주소 : 일광읍 동백길3<br/>ㅁ 모집직종 : 재가요양보호사 1명 (대상자: 2등급 87세 여자어르신, 가족거주/케어시간 부재) <br/>ㅁ 우대사항 : 요양보호사 자격증(필수) 차량소지자 (우대)<br/>ㅁ 근무시간 : 주 5-6회, 15:00~18:00 (월24회)<br/>ㅁ 급여사항 : 시급 12,800원(수당포함)/ 교통비 2,500원( 회수당)<br/>ㅁ 복리후생 : 4대보험, 퇴직금<br/>ㅁ 접수방법 : 전화 후 방문 - 자격증사본, 건강검진결과서 <br/>ㅁ 문의 : 010-2235-6994 <br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 **
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410180012&rtnTarget=list8&pageIndex=8&rtnUrl=?,668
