id,combined,label,label2
268,(남부민동) 오전 재가 요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
269,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
270,재가요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
271,요양보호사 / 방문 복지서비스 제공업 / 관계없음  ,,
272,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
273,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
274,영도요양원 요양보호사 모집 (요양보호사 자격증 필수) / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
275,4등급 재가요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
276,5등급 치매어르신 돌봄 / 방문 복지서비스 제공업 / 요양보호사(필수),,
277,애림요양원 위생원 모집 / 노인 요양 복지시설 운영업 / 관계없음  ,,
278,장애인활동보조인 모집 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
279,연제구 연산동 요양보호사님을 모집합니다. / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
280,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
281,재가요양보호사 모집 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
282,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
283,1등급 재가요양보호사님을 모집합니다. / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
284,요양병원 케어 매니저 모집 / 요양 병원 / 관계없음  ,,
285,한국과학영재학교 급식 보조(배식도우미) 채용합니다. / 교육 행정 / 관계없음  ,,
286,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
287,"사내식당 주방 담당자 채용 / 수산동물 훈제, 조리 및 유사 조제식품 제조업 / 관계없음  ",,
288,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
289,주5일 / 오전 / 재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
290,4등급 여어르신 케어/ 재가 요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
291,4등급여자어르신 /주5일/재가요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
292,재가 요양사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사1급(필수),,
293,장애인활동보조인 모집 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
294,범천동 재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
295,해운대 대동타운 미화원 채용 / 경비 및 경호 서비스업 / 관계없음  ,,
296,요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
297,정형외과 조리원 모집 / 병원 / 관계없음  ,,
298,재가요양보호사 채용 / 사회복지 상담서비스 제공업 / 요양보호사1급(필수),,
299,남구 용호동 (LG메트로3차) 요양보호사님을 모집합니다. / 사회복지 상담서비스 제공업 / 요양보호사1급(필수),,
300,"재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수)
기타 : ..",,
301,"모라동 재가요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수)
기타 : 치매교육이수증",,
302,재가요양보호사 구인 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
303,노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
304,4등급할머니/오전/주5일/재가 요양보호사 채용 / 사회복지 서비스업 / 요양보호사(필수),,
305,장애인활동지원사 모집 / 방문 복지서비스 제공업 / 기타 : 장애인활동 지원사 수료증,,
306,"물류 배송직원 및 보조원 모집 (정관) / 신선, 냉동 및 기타 수산물 도매업 / 자동차운전면허2종보통(필수)
기타 : 2종이상 수동 면허증",,
307,"주간보호센터 사회복지사 모집 / 개인 간병 및 유사 서비스업 / 사회복지사2급(필수) ,
자동차운전면허2종보통(필수)",,
308,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
309,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
310,요양보호사님 구합니다.(부전동) / 방문 복지서비스 제공업 / 요양보호사(필수),,
311,1등급 여자어르신 케어하실 요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
312,재가 요양보호사 채용 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
313,오전 재가요양 보호사 구함 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
314,얼음생산직 채용 / 창고 및 운송관련 서비스업 / 관계없음  ,,
315,시설 요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
316,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
317,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
318,재가요양보호사 모집 / 보건 및 복지 행정 / 요양보호사(필수),,
319,요양보호사 선생님을 모십니다(3등급 할머니) / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
320,재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
321,재가요양보호사 모집 / 그 외 기타 보건업 / 요양보호사(필수),,
322,재가요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
323,요양보호사 선생님을 모십니다. / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
324,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
325,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
326,사직 쌍용예가 2차아파트/ 미화원 모집 / 상용 인력 공급 및 인사관리 서비스업 / 관계없음  ,,
327,[보수동} 재가요양보호사 모십니다 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
328,서구 송도 암남동 4등급 여성 어르신 / 사회복지 상담서비스 제공업 / 요양보호사1급(필수),,
329,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
330,재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사(필수),,
331,주5일 / 오후 재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
332,재가요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사1급(필수),,
333,"주간보호센터 요양보호사 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수)
기타 : 자동차운전면허 자격증",,
334,주6일 /오전/재가요양보호사 모집 / 방문 복지서비스 제공업 / 관계없음  ,,
335,케어신재가노인복지센터 재가요양보호사 모집 (기장) / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
336,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
337,재가요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
338,요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
339,요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
340,재가요양보호사 채용 / 사회복지 서비스업 / 요양보호사(필수),,
341,요양병원 조리원 모집 / 그 외 기타 보건업 / 관계없음  ,,
342,(금곡동) 재가요양보호사 구인 / 그 외 기타 보건업 / 요양보호사(필수),,
343,재가요양보호사님 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
344,재가요양보호사님 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수),,
345,"［덕천2동］재가요양보호사 모십니다 / 개인 간병 및 유사 서비스업 / 요양보호사1급(필수)
기타 : .",,
346,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
347,재가요양보호사 모집(일광) / 방문 복지서비스 제공업 / 요양보호사(필수),,
348,재가요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사(필수),,
349,호텔 미화원모집(외곽) / 사업시설 유지․관리 서비스업 / 관계없음  ,,
350,재가요양보호사 모집 / 방문 복지서비스 제공업 / 관계없음  ,,
351,요양병원 중환자실 공동간병사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사1급(우대),,
352,"빌딩 미화원 채용합니다. / 소독, 구충 및 방제 서비스업 / 관계없음  ",,
353,그 외 기타 보건업 / 요양보호사(필수),,
354,(부암동)백양산쌍용스윗닷홈 아파트 미화원 / 사업시설 유지․관리 서비스업 / 관계없음  ,,
355,재가요양보호사 채용 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
356,부산큰병원 시설관리원 모집 【경총중장년내일센터 채용대행】 / 건축물 일반 청소업 / 관계없음  ,,
357,재가요양보호사 모집(기장) / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
358,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
359,당감동 재가요양보호사 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
360,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
361,재가요양보호사 모집 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
362,재가요양보호사 채용 / 그 외 기타 보건업 / 요양보호사(필수),,
363,4등급 여자 어르신 요양보호사 모십니다. / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
364,재가요양보호사 구인 / 노인 양로 복지시설 운영업 / 요양보호사1급(필수),,
365,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
366,재가요양보호사 모집 (기장) / 방문 복지서비스 제공업 / 요양보호사(필수),,
367,장애인활동지원사 모집 / 기타 사회서비스 관리 행정 / 관계없음  ,,
368,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
369,재가요양보호사 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수),,
370,이안동래센트럴시티 아파트청소원 채용(출근날짜 협의 가능) / 인력 공급업 / 관계없음  ,,
371,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
372,"일신주간보호센터 재가요양보호사 모집(정관) / 노인 요양 복지시설 운영업 / 요양보호사(필수)
기타 : 치매교육이수증",,
373,수포츠센터 수영장 여탕 청소 모집 / 스포츠 서비스업 / 관계없음  ,,
374,주례동 80대 독거 어르신 재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사(필수),,
375,재가요양보호사 채용 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
376,남구 대연동 요양보호사님을 모집합니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
377,재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
378,재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
379,동구 범일동 요양보호사님을 모집합니다. / 그 외 기타 보건업 / 요양보호사1급(필수),,
380,스톤게이트CC 남자 락커룸 관리원 모집(일광) / 사업시설 유지․관리 서비스업 / 자동차운전면허(우대),,
381,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사2급(필수),,
382,재가요양보호사 모집 *치매교육이수 필수* / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
383,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
384,"삼정기업(주) 동부산아울렛 미화원모집(오전,오후조) / 건축물 일반 청소업 / 관계없음  ",,
385,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
386,재가요양보호사 구인 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
387,"재가요양보호사 모집 / 4등급 할머니(독거),주5일 9:00~12:00 / 방문 복지서비스 제공업 / 요양보호사(필수)",,
388,재가요양보호사 모집 / 노인 요양 복지시설 운영업 / 관계없음  ,,
389,더샾 아델리스 오피스텔 남사우나실 미화원 구인 / 경비 및 경호 서비스업 / 관계없음  ,,
390,재가요양보호사 모집 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
391,남구 용호동 요양보호사님을 모집합니다. / 노인 양로 복지시설 운영업 / 요양보호사1급(필수),,
392,"호텔롯데 L7 해운대 추가 하우스맨 채용 / 소독, 구충 및 방제 서비스업 / 관계없음  ",,
393,남구 용호동 요양보호사님을 모집합니다. / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
394,재가요양보호사 모집( 월내) / 방문 복지서비스 제공업 / 요양보호사(필수),,
395,"구서동 요양병원 간호조무사 채용 합니다(나이트고정, 3교대 각1명) / 공중 보건 의료업 / 간호조무사(필수)
기타 : 간호조무사",,
396,강서구 녹산산단내 회사 미화원모집 / 경비 및 경호 서비스업 / 관계없음  ,,
397,(주)세웅서비스 일광이지더원1차아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
398,강서구 송정동(녹산) 내 회사 업체 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
399,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
400,광안쌍용예가디오션 아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
401,부부케어재가요양보호사 모집 / 사회복지 상담서비스 제공업 / 요양보호사1급(필수),,
402,사랑의 요양병원 미화원 모집합니다. / 건물ㆍ산업설비 청소 및 방제 서비스업 / 관계없음  ,,
403,어묵제조회사 (주)금진식품 내포장실 어묵포장 직원 모집 / 기타 수산동물 가공 및 저장 처리업 / 관계없음  ,,
404,5등급 치매 여자어르신 돌봄 / 방문 복지서비스 제공업 / 요양보호사(필수),,
405,부전동 여자미화원 모집 / 그 외 기타 협회 및 단체 / 관계없음  ,,
406,회사내 단시간미화직 모집(정관) / 가공식품 도매업 / 관계없음  ,,
407,재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
408,재가요양보호사 구인 / 방문 복지서비스 제공업 / 요양보호사1급(필수),,
409,장애인활동지원사 모십니다 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
410,재가요양보호사 모집 / 사회복지 상담서비스 제공업 / 요양보호사(필수),,
411,(망미동) 재가 요양보호사 채용합니다 / 개인 간병 및 유사 서비스업 / 요양보호사(필수),,
412,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
413,【모라동】재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
414,4등급 여자어르신 돌봄(오전) / 방문 복지서비스 제공업 / 요양보호사(필수),,
415,좌천동 재가요양보호사 / 방문 복지서비스 제공업 / 요양보호사(필수),,
416,배송출고기사님 및 수산물가공 생산직 모집 / 도매 및 상품 중개업 / 관계없음  ,,
417,요양보호사모집 / 그 외 기타 보건업 / 요양보호사1급(필수),,
418,이마트 사상점 구내식당 참모 모집 / 신선식품 및 단순 가공식품 소매업 / 관계없음  ,,
419,중동 재가요양사 구인 [4등급 90.대 남 주5일 / 방문 복지서비스 제공업 / 요양보호사(필수),,
420,아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
421,진구 양정동 요양보호사님을 모집합니다. / 그 외 기타 보건업 / 요양보호사1급(필수),,
422,재가요양보호사 모집 / 보건업 / 요양보호사(필수),,
423,신선 및 직선 경력자 모집합니다. / 금속가공제품 제조업; 기계 및 가구 제외 / 관계없음  ,,
424,"(주)지원-현장공무 관리자 모집합니다. / 폐기물 수집, 운반, 처리 및 원료 재생업 / 자동차운전면허1종보통(우대)",,
425,요양보호사구함 / 그 외 기타 비거주 복지 서비스업 / 요양보호사1급(필수),,
426,"제조생산과 납품 업무 / 배전반 및 전기 자동제어반 제조업 / 자동차운전면허(필수)
기타 : 운전면허",,
427,2등급 주6일 오후 재가 요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
428,"병원구내식당 조리사, 조리원 모집 / 종합 병원 / 관계없음  ",,
429,"주간보호 요양보호사 모집 / 그 외 기타 비거주 복지 서비스업 / 요양보호사1급(필수) ,
자동차운전면허(필수)",,
430,재가요양보호사 채용 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
431,재가요양보호사 모집 / 방문 복지서비스 제공업 / 요양보호사(필수),,
432,재가요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
433,부산 사하구 장림동 하나병원 구급차운전(건물경비업무 포함/격일제)구함 / 그 외 기타 보건업 / 자동차운전면허1종보통(필수),,
434,재가요양보호사 모집 / 사회복지 서비스업 / 요양보호사(필수),,
435,재가요양보호사님 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수),,
436,수영구 광안동 요양보호사님을 모집합니다. / 기타 비거주 복지 서비스업 / 요양보호사(필수),,
437,목욕요양보호사 모집 / 노인 요양 복지시설 운영업 / 요양보호사(필수),,
438,축산 가공작업 구인 / 도매 및 상품 중개업 / 관계없음  ,,
439,"<채용대행>주간보호센터 요양보호사 구인 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수) ,
자동차운전면허1종보통(필수)",,
440,어린이집 연장반 보조교사 모집 / 보육시설 운영업 / 보육교사2급(필수),,
441,<오전 재가요양보호사 모집> / 방문 복지서비스 제공업 / 요양보호사2급(필수),,
442,토성동 경동리인타워 미화원 / 경비 및 경호 서비스업 / 관계없음  ,,
443,재가요양보호사 모집 / 보건 및 복지 행정 / 요양보호사(필수),,
444,센터 시설 청소 미화원 모집 / 기타 스포츠 교육기관 / 관계없음  ,,
445,재가요양보호사 채용-치매교육이수자 / 노인 요양 복지시설 운영업 / 요양보호사1급(필수),,
446,장애인활동보조인 모집 / 그 외 기타 비거주 복지 서비스업 / 관계없음  ,,
447,영양실 단체급식조리원 채용 / 요양 병원 / 관계없음  ,,
448,병원 청소미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
449,재가요양보호사님 모십니다 / 방문 복지서비스 제공업 / 요양보호사(필수),,
450,재가요양보호사님 모십니다. / 방문 복지서비스 제공업 / 요양보호사(필수),,
451,병원식당 조리원 및 주방보조원 모집 / 그 외 기타 보건업 / 관계없음  ,,
452,배송 운전기사 채용 / 기타 신선식품 및 단순 가공식품 소매업 / 자동차운전면허1종보통(필수),,
453,아파트 미화원 모집 / 경비 및 경호 서비스업 / 관계없음  ,,
454,2024년 하반기 지역공동체일자리 참여자 추가모집공고,,
455,2024년 해수욕장 폐장 후 안전관리 기간제근로자 채용 공고,,
456,2024년도 가축전염병 선제대응 기간제근로자 채용,,
457,부산광역시농업기술센터 기간제노동자 채용 공고 (지역특화농업기술정보화인력지원),,
458,부산광역시 동래구 시간선택제임기제공무원(불법 광고물 단속 정비) 채용 계획 재공고,,
459,부산광역시의료원 행정처장 공개 모집,,
460,2024년 기장군 토지정보과 기간제근로자 채용,,
461,기장군의회 기간제근로자(민원응대 및 사무보조) 채용,,
462,영도구 시간선택제임기제공무원 채용계획 공고,,
463,2024년 연제구 마을건강센터 기간제근로자(마을간호사) 채용 공고,,
464,2024년 정관노인복지관 프로그램 강사 신규채용,,
465,해운대구 통합사례관리사  공개채용공고,,
466,2024년 하반기 병리검사실 기간제 근로자(임상병리사) 채용 공고,,
467,2024년 제2차 영도해녀문화전시관 기간제근로자 채용 공고,,
468,2024년 하반기 연안친수시설관리 기간제근로자 채용 공고,,
469,2024년 국가결핵관리사업 기간제 근로자 채용 공고,,
470,2024년 부설주차장 현장점검 기간제 근로자 채용 공고,,
471,『남구 CCTV 통합관제센터』관제요원(기간제 근로자) 채용,,
472,정관보건지소 민원실 기간제 근로자 채용,,
473,「2024년 제4단계 공공근로사업」참여자 모집 공고,,
474,2024년 하반기 기간제근로자(속기) 채용공고,,
475,일반임기제(무대조명 분야) 공업(일반전기)8급 채용 공고,,
476,(재)부산연구원 비상임연구원 채용 공고,,
477,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,,
478,부산진여성새로일하기센터 취업상담사 모집,,
479,2024년도 기장군도시관리공단 노인맞춤돌봄서비스(분관) 생활지원사 추가채용,,
480,2024년 9월 영도 마리노 오토캠핑장 기간제근로자 채용 공고,,
481,2024년 하반기 연제문화체육공원 및 연산동 고분군 관리 기간제근로자 채용 공고,,
482,의료급여 업무보조 기간제근로자 채용 공고,,
483,의료급여관리사 기간제근로자 채용 공고연장,,
484,영도구보건소 예방접종실 기간제근로자 채용 공고,,
485,2024년 부동거래신고 업무보조 기간제근로자 채용 공고,,
486,2024년 하반기 동래스파시티(노천족욕탕) 기간제근로자 채용,,
487,2024년 부산광역시 열린행사장 컨텐츠 운영 관리 기간제노동자 채용 공고,,
488,목조문화재 감시(순찰) 기간제근로자 채용,,
489,2024년 교통유발부담금 기간제근로자(전산입력보조) 재채용 공고,,
490,부산여성가족과 평생교육진흥원 원장 채용 공고,,
491,2024년 하반기 인재개발원 기간제노동자(식당보조) 채용 공고,,
492,2024년 신종감염병 대응 기간제근로자 채용 공고,,
493,2024년 지역사회중심 금연지원서비스사업 금연지도원 모집공고,,
494,2024년 부산사회조사 조사요원 모집 공고,,
495,2024년 부산사회조사 조사요원 모집공고,,
496,동래구 혁신어울림센터 들락날락 작은도서관 기간제근로자 채용 공고,,
497,부산광역시 중동부사업소 기간제 노동자(공무직 대체인력) 채용 공고,,
498,낙동강관리본부 기간제노동자(공무직 대체인력) 채용 재공고,,
499,2024년 하반기 온천천 기간제근로자(시설물관리) 채용 재공고,,
500,2024년도 해맞이작은도서관 기간제근로자 채용,,
501,2024년「우리동 방역지킴이」기간제근로자 채용 재공고,,
502,재단법인 부산창조경제혁신센터 직원 채용 공고,,
503,2024년 부산광역시 청사 기계설비 유지관리 기간제노동자 채용 재공고,,
504,영도 마리노 오토캠핑장 기간제근로자 채용추가공고,,
505,2023년 기준 부산환경산업조사 조사요원 모집 공고,,
506,2024년 연제구 아동복지교사 추가 채용 공고,,
507,2024년 하반기 기장군 도서관 기간제근로자 채용 공고,,
508,2024년 기장종합사회복지관 제4회 시간강사 채용,,
509,2024년 노인맞춤돌봄서비스사업 생활지원사 추가채용,,
510,2024년 하반기 공중 간이화장실 청소 및 시설물관리 업무 기간제근로자 채용,,
511,2024년도 목조문화재 안전경비원(장안사) 인력 채용 공고,,
512,2024년 박태준기념관 기간제근로자 채용,,
513,「기장군 환경통합관제센터」기간제근로자 채용,,
514,2024년 하반기 공원분야 기간제근로자 채용공고,,
515,2024년 사상구 노후준비지원센터 전담인력(기간제근로자) 채용공고,,
516,자동차 관련 과태료(주정차위반과태료 등) 기간제근로자 채용 공고,,
517,영도구 시간선택제임기제공무원 채용계획 공고,,
518,2024년 부산광역시 청사미화 기간제근로자 채용공고,,
519,2024년도 영화의전당 제3차 기간제 직원 채용,,
520,보건환경연구원 기간제노동자(실험실 검사보조요원) 채용 공고,,
521,부산광역시 기장군자원봉사센터 센터장 채용,,
522,해양수산인재개발원 공무직 근로자(조리원) 채용,,
523,보건환경연구원 기간제노동자(공무직 대체인력) 채용 공고,,
524,부산 조위관측소 관측원(단시간 근로자) 채용 공고,,
525,2023년 기준 광업·제조업조사 조사요원 모집,,
526,2024년 에너지홈닥터 사업 추진을 위한 에너지 홈닥터 컨설턴트 모집 공고,,
527,2024년 부산광역시 동래구 청사미화원(기간제근로자) 채용 공고,,
528,2024년도 하반기 신중년 경력형 일자리 사업「용호별빛공원 안전지킴이 및 전시해설가」채용 공고,,
529,2024년 하반기 사상구 구인구직개척단 채용 공고,,
530,2024년 사상구보건소 민원실운영사업 기간제근로자 채용공고,,
531,동래구 보건소 민원실 기간제근로자 채용 공고,,
532,2024년도 제3단계 공공근로사업 및 하반기 지역공동체일자리사업 참여자 모집 공고,,
533,부산진구 남성합창단 및 피오레여성합창단 가창지도자 모집 공고,,
534,2024년 기장군 교통행정과 기간제근로자(교통유발부담금 현장조사요원) 채용,,
535,부산진여성인력개발센터 직업능력개발팀 직원모집,,
536,2024년 북구보건소 가족보건팀 기간제근로자 채용 공고,,
537,2024년도 하반기 주거지전용 주차장 관리 요원(기간제 근로자) 채용 공고,,
538,2024년 하반기 일광읍 주민자치 프로그램 강사채용,,
539,부산현대미술관 기간제근로자(공무직 대체인력) 채용 공고,,
540,해운대·송정해수욕장 개장기간 편의시설관리 기간제근로자 모집,,
541,2024년 제3단계 공공근로사업 및 하반기 지역공동체일자리사업 신청자 모집 공고,,
542,2024년 방역사업 기간제근로자 추가 채용 공고,,
543,2024년 제2회 부산진해경제자유구역청 일반임기제공무원(행정6급) 임용시험 공고,,
544,2024년 결핵관리사업 기간제근로자(간호사) 채용,,
545,성수기 해수욕장 시설팀 기간제근로자 채용공고,,
546,부산광역시 보건환경연구원 기간제노동자(공무직 대체인력) 채용 재공고,,
547,부산광역시 동구 임기제 공무원 채용계획 공고(동영상 촬영 및 치매안심센터),,
548,2023년 기준 해양산업조사 조사요원 모집,,
549,2023년 기준 부산해양산업조사 조사요원 모집 공고,,
550,(재공고)2024년 제1회 부산진해경제자유구역청 일반임기제공무원(행정6급) 임용시험 공고,,
551,2024년 산사태현장예방단 채용 공고,,
552,예방접종사업 기간제근로자(간호사) 채용 재공고,,
553,영도구 보건행정과 기간제근로자 채용 재공고,,
554,영도구 시간선택제임기제공무원 채용계획 공고,,
555,부산진여성새로일하기센터 취업상담사 모집,,
556,"아시아드컨트리클럽(주) 공무직(경력,신입) 채용 공고",,
557,국립부산과학관 직원 채용 공고(기간제 근로자),,
558,부산도시공사 노동이사(비상임이사) 모집 공고,,
559,2024년 녹지대관리 기간제근로자 추가채용 공고,,
560,2024년도 글로벌도시재단 수탁사업 기간제 근로자 채용 공고,,
561,2024년 의료취약지역 통합이동진료소사업 기간제근로자(간호사) 채용 재공고,,
562,신중년 경력형 일자리사업(해수면 위험구역 안전관리) 참여자 모집 공고(3차),,
563,국립부산과학관 직원 채용 공고,,
564,24년 기장종합사회복지관 제3회 시간강사 채용,,
565,24년 기장읍 환경정비 분야 기간제근로자 추가 채용,,
566,북구청소년상담복지센터 청소년동반자(기간제근로자) 채용 공고,,
567,바다Dream작은도서관 들락날락 기간제근로자 채용 공고,,
568,2024년 계량기 정기검사 전수조사원 채용 공고,,
569,2024년 정관읍 노면청소차 보조탑승 기간제근로자 추가 채용,,
570,2024년 하반기 방역소독사업 기간제근로자 채용 공고문,,
571,2024년 제2회 부산광역시 부산진구 재활용사업소 기간제근로자 채용 공고,,
572,2024년 불법 유동광고물 정비 기간제근로자 채용 공고,,
573,재단법인 부산테크노파크 원장 채용 공고,,
574,2024년 부산테크노파크 상반기 2차 계약직 공개채용 공고,,
575,2023년도 주정차위반 과태료 체납액 징수정리 2차 기간제 근로자 채용,,
576,부산광역시 남구 평생교육과 기간제 근로자(평생교육사) 채용 재공고,,
577,2023년 하반기 동래구 일자리정보센터 취업상담사 채용,,
578,북구 CCTV 통합관제센터 관제요원 채용 공고,,
579,"금련산청소년수련원 기간제노동자(조경,환경) 채용(2차) 공고",,
580,2023년 기장군 저수지관리원 기간제근로자 채용 공고,,
581,부산진여성새로일하기센터 취업상담사 모집,,
582,2023년 기장종합사회복지관 시간강사 채용 공고,,
583,부산광역시 남구국민체육센터 기간제근로자 채용 공고,,
584,2023년 화명택지 사후관리 기간제근로자 채용 공고,,
585,2023년 교통유발부담금 기간제근로자 채용 공고,,
586,2023년 박태준기념관 교육강사 채용 공고,,
587,한전KDN 부산울산경남지역본부 전력통신팀 정보통신설비 단순정비 일용근로자 모집공고,,
588,2023년도 거제?신금로배수펌프장 기간제근로자 채용 공고,,
589,2023년 정관읍 하절기 기간제근로자 채용,,
590,업무지원직(급식) 공개채용,,
591,청년일자리도약장려금 업무지원자(사무보조) 모집,,
592,2023년도 제2차 장애인기업종합지원센터 직원채용 공고 (기간제),,
593,기장군도시관리공단 2023년도 제4회 기간제근로자 공개채용,,
594,2023년 신입직원 채용공고,,
595,기장군 교통행정과 기간제근로자(불법 주정차 단속전담) 채용,,
596,2023년 상반기 자전거종합서비스센터 인력 채용 공고 의뢰,,
597,재단법인부산정보산업진흥원 전문계약직 채용공고,,
598,해양환경공단 개방형 직위 채용공고,,
599,2023년 마을지기사무소 기간제근로자 채용 공고,,
600,2023년 산림병해충예찰방제단 및 산림관리 등 기간제근로자 채용 공고,,
601,2023년 마을지기사무소 기간제근로자 채용 공고,,
602,동네체육시설관리 기간제근로자 채용 공고,,
