id,company,title,subtitle,work_category,details,certification,label
284,삼인요양병원,요양병원 케어 매니저 모집,,요양 병원,<td> * 요양병원 케어 매니저 모집<br/>* 목욕 보조 / 목욕 후 환자 이동 등 <br/>* 중장년층 지원 가능<br/>* 군필자우대<br/>* 09:00~15:00 / 주 5일 </td>,관계없음  ,
285,한국과학기술원부설한국과학영재학교,한국과학영재학교 급식 보조(배식도우미) 채용합니다.,,교육 행정,"<td> - 학교 급식 배식원 (급식보조, 식당 홀 청소, 배식 도움)<br/>- 부산진구 당감동 소재<br/>- 경력 무관 <br/>- 주6일 (주 1회 휴무) 일 4시간<br/>- (1) 10:00~14:30 / (2) 15:30~20:00 (휴게시간 각 30분)<br/>*근무시간은 면접시 협의<br/>- 시급 10,750원 </td>",관계없음  ,
286,가빈노인사랑복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> - 온천동 동래구국민체육센터 인근<br/>- 3등급 87세 여자어르신 / 근무시간 혼자계심 <br/>- 주 5일 / 오후 15:00~18:00<br/>- 시급 9,860원 (※수당별도 / 수당포함시 12,500원)<br/>- 가사지원, 샤워도움, 말벗, 병원동행(휠체어이동) 등<br/>- 채용담당자 010-6480-4632 [가빈노인사랑복지센터] </td>",요양보호사(필수),
287,주식회사늘푸른바다,사내식당 주방 담당자 채용,,"수산동물 훈제, 조리 및 유사 조제식품 제조업","<td> 사내식당 주방 담당자(정규 근무자 1명 + 저녁 파트타임 1명)<br/>- 점심 준비 - (약 250 인분) 9시-15시<br/>- 정규근무자 1명: 점심(주6일, 9시-15시, 휴게시간 30분) 월급 200만원, 3개월 수습기간 있음, 이후 정규직 전환 가능<br/>- 파트타임 1명: 저녁(주3일~5일, 16시-20시, 휴게없음) 일급 5만원 (근무는 약간씩 변동, 조정될 수 있습니다.)<br/>- 조리사 자격증은 무관(자격증 소지자는 우대), 급식 조리 가능자(경력자 희망) <br/>- 장기간 근무 가능자 희망 <br/> </td>",관계없음  ,
288,행복재가광안노인지원센터,재가요양보호사 모집,,노인 요양 복지시설 운영업,"<td> [ 광안동 ] 재가요양보호사 모집합니다.<br/><br/>* 근무지 : 부산광역시 수영구 수영로594번길 55 (재가센터에서 5분거리)<br/>* 대상자 : 4등급 여자어르신<br/>* 근무시간 : 14:00~17:00(1일 3시간, 주3일)<br/>* 근무내용 : 일반적인 재가요양보호사 업무<br/><br/>* 시급 : 12,400원(수당포함)<br/><br/>* 표준이용계약서 접수, 요양대상자 정보 확인함.<br/>* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다<br/> 주 소정 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",요양보호사(필수),
289,건강세상재가노인복지센터,주5일 / 오전 / 재가요양보호사 구인,,노인 요양 복지시설 운영업,"<td> [대저1동 대저역 인근]<br/><br/>- 3등급 80대 남자어르신 (부부 거주)<br/>- 주5일 근무 <br/>- 09:00~12:00<br/>- 시급12,800원 (주휴수당 +연차수당 포함/기본시급 9,860원)<br/>- 일상생활지원 및 부축 도움 <br/><br/>- 010-2242-0722 번으로 연락바랍니다. </td>",요양보호사(필수),
290,좋은재가센터,4등급 여어르신 케어/ 재가 요양보호사 채용,,그 외 기타 보건업,"<td> - 4등급 80대초 여자 어르신(독거)<br/>- 가사 및 일상생활 지원(병원동행), 정서지원, 몸씻기 도움 등..<br/>- 주5일/ 월~목 : 09:30~12:00, 금요일 : 09:00~12:00(추가근무 있음)<br/>- 시급12,500원(제수당포함)<br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** </td>",요양보호사(필수),
291,좋은재가센터,4등급여자어르신 /주5일/재가요양보호사 채용,,그 외 기타 보건업,"<td> - 4등급 여자어르신(독거)<br/>- 청소 등 가사 및 일상생활 지원, 정서지원 등<br/>- 주5일 /08:00~10:00<br/>- 시급: 12,500원(제수당 포함)<br/><br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** </td>",요양보호사(필수),
292,행복한재가복지센터,재가 요양사 모집,,개인 간병 및 유사 서비스업,"<td> [온천동] 재가 요양사 모집<br/>- 온천장, 농심호텔 인근<br/>(르메이에르 동래타운)<br/>- 4등급, 할머니(부부거주)<br/>- 주 5 일(월~금)/ 14시~17시<br/>- 시급: 9,860원<br/> (수당 포함시12,500원)<br/>- 주변정리,운동,반찬<br/><br/>** 행복한 재가복지센터:010-3865-7289 / 051-556-9688 ** </td>",요양보호사1급(필수),
293,로뎀활동지원센터,장애인활동보조인 모집,,그 외 기타 비거주 복지 서비스업,"<td> [화명동] 장애인활동보조인 모십니다<br/>- 60대 뇌병변 여성 케어<br/>- 식사준비, 목욕도움, 간단한식사, 주2회 병원동행 (두리발이용가능)<br/>- 월수금 9시~2시30분 / 화목 9시~3시<br/>- 주휴수당 등 발생시 별도 지급<br/><br/>※ 로뎀활동지원센터 051-322-1131<br/><br/> </td>",관계없음  ,
294,민들레재가복지센터,범천동 재가요양보호사 모집,,방문 복지서비스 제공업,"<td> 범천동(안창마을) 재가요양보호사 모집<br/>- 3등급 83세 여자어르신 <br/>- 09:00-12:00(3시간/ 주6일)<br/>- 무릎관절로 외출을 거의 안하심. 일상생활 도움. 식사와 말벗 청소 위주 <br/>- 60대초반 우대<br/>- 시급12.,400원<br/><br/><br/>- 지원희망하시는 분은 부산진구청 취업정보센터로 전화주세요(☎051-605-6406)<br/><br/>***다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정시간 이나 임금, 근무지 (예정)지 등에 차이가 있을 수 있습니다. 자세한 사항은 근로계약 진행시 채용담당자와 협의하시길 바랍니다.<br/> </td>",요양보호사(필수),
295,(주)듀델코리아,해운대 대동타운 미화원 채용,,경비 및 경호 서비스업,"<td> [해운대구 좌동] 해운대 대동타운 미화원 채용 [급구]<br/><br/>- 아파트 미화원 1명 채용 (신주 작업 안 함)<br/>- 근무일정 : 주6일 / 평일 09:00~15:10 (휴게 12:00~13:00) , 토요일 09:00~12:00<br/>- 급여사항 : 월급여 1,458,990원<br/>- 근 무 지 : 부산 해운대구 대천로 103번길 29<br/>- 우대사항 : 복지카드 소지자<br/>- 지원방법 : 미화반장 유선 연락 후 면접 문의 (연락처 010-4108-0726)<br/><br/>* 연락주실 때 ""해운대 대동타운 미화지원""이라고 말씀해 주세요.<br/>* 사전 약속없이 근무지 (아파트)로 방문하는 일이 없도록 해주시기 바랍니다.<br/> </td>",관계없음  ,
296,사단법인 누리재가복지센터,요양보호사 모집,,노인 요양 복지시설 운영업,<td> [금곡주공 1단지] 재가 요양보호사 채용<br/>- 5등급/ 77세 남자 어르신<br/>- 치매이수자<br/>- 가사 일상 (청소/반찬)<br/>- 근무시간: 09시~12시 / 주5일<br/>- 주휴수당 등 발생시 별도지급<br/><br/>*지원문의 : 누리재가복지센터 010-4049-3487 (전화 상담 후 방문 요망) </td>,요양보호사(필수),
297,대한정형외과,정형외과 조리원 모집,,병원,"<td> 정형외과 조리원 모집<br/>- 직 종 : 주방보조원 모집 (1명)<br/>- 근무시간 : 월-토 (주6일) 토요일 격주2번 근무<br/>- 급 여 : 1,900,000원<br/>- 근무지 : 부산 동래구 아시아드대로 224 미남지하철역 인근<br/>- 제출방법 : 이력서 지참후 방문<br/>- 지원문의 : 051-504-1145 </td>",관계없음  ,
298,스마일시니어소망재가방문요양센터,재가요양보호사 채용,,사회복지 상담서비스 제공업,"<td> [거제동]재가요양보호사 채용<br/>- 4등급 70대 중반 남자어르신(거동가능)<br/>- 주4일(화수목금) / 오후1-4시<br/>- 거제월드메르디앙<br/>- 시급 13,000원(기본급9,860원+제수당 포함)<br/>- 산책위주, 말벗지원, 샤워도움<br/>- 스마일시니어재가센터 황경연 010-5739-2013 </td>",요양보호사1급(필수),
299,한샘재가복지센터,남구 용호동 (LG메트로3차) 요양보호사님을 모집합니다.,,사회복지 상담서비스 제공업,<td> - 4등급(87세)여자어르신/분포로111(용호동)LG메트로3차 <br/>- 13:00 ~16:00 (일일3시간) 주5회 <br/>- 어르신케어 및 일상적인 가사활동서비스 희망 </td>,요양보호사1급(필수),
300,나눔주식회사,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [송정동]요양보호사모집 <br/><br/>* 대상자 : 4등급 80대 할아버지<br/>* 근무시간 : 주3일 / 화,목,토 (10:00~13:00 )<br/>* 업무내용 : 일상생활지원 및 식사준비<br/>* 근무장소 : 해운대구 송정2휴먼시아<br/>* 급 여 : 시급 9,860 (주휴, 연차수당 별도)<br/><br/>- 나눔실버데이케어센터:☎ 051-783-0012 / 010-5660-1080<br/> </td>","요양보호사(필수)
기타 : ..",
301,감동재가복지센터,모라동 재가요양보호사 모집,,그 외 기타 비거주 복지 서비스업,"<td> [모라동 학산그린타운 거주]<br/>- 5등급/ 79세 여자어르신/ 배우자 거주<br/>- 가사 및 일상생활 지원, 인지교육등 (치매교육이수자)<br/>- 주5일/ 12:30 ~ 15:30<br/>- 시급12,500원 (제세수당 포함)<br/> </td>","요양보호사(필수)
기타 : 치매교육이수증",
302,(주)참사랑재가노인복지센터,재가요양보호사 구인,,그 외 기타 비거주 복지 서비스업,"<td> -감천1동 서천초등학교 후문 부근<br/>-3등급 90세 할머니(아들과 거주하며 해당시간 출근)<br/>-부축하여 거동가능. 기저귀 착용 중<br/>-10:00~13:00(뒤로 1시간 조율 가능), 주5일<br/>-시급12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>** 담당자 연락처: 051-291-0944<br/><br/>※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",요양보호사(필수),
303,로뎀재가노인지원센터,,,노인 요양 복지시설 운영업,"<td> [덕천동 4등급 요양보호사]<br/><br/>○ 대상자 : 4등급 / 남자 / 83세 / 배우자거주<br/>○ 근무일시 : 주 3일(월, 수, 금), 09:00~12:00<br/>○ 중증장애(의족사용하시나 자립보행 가능하심, 외출시 오토바이 운전), 아침식사도움희망, 신체활동지원(청소) 등<br/><br/>* 지원문의 : 로뎀재가복지센터 010-3587-4876<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금,근무(예정)지 등에 차이가 있을 수 있음 </td>",요양보호사1급(필수),
304,효재가노인복지센터,4등급할머니/오전/주5일/재가 요양보호사 채용,,사회복지 서비스업,"<td> - 43년생 4등급 할머니/독거<br/>- 주5일 / 오전 09:00~12:00<br/>- 시급 : 12,500원 (제수당포함)<br/>- 병원동행(월 2회)<br/>- 주변정리정돈/목욕도움/식사준비 및 제공 등<br/><br/><br/>** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 ** </td>",요양보호사(필수),
305,다경노인복지센타,장애인활동지원사 모집,,방문 복지서비스 제공업,"<td> [금사동 새마을금고 회동지점 인근]<br/>* 대상자: 2등급 지체장애인 70대초반 여자어르신(가족거주/케어시간 부재)<br/>* 일상생활지원 등<br/>* 근무조건<br/> : 오전 8시~오후 2시 (6시간, 토요일 4시간, 일요일 3시간 총 180시간)가능<br/> 또는 12:30~16:30 또는 13시~17시 (4시간, 주5일) 선택 가능<br/>* 시급: 12,500원(시급 9,860원, 주휴수당, 연차수당 등 별도 지급 포함)<br/>* 장애인활동지원사 교육 수료자<br/>* 문의처: 010-4545-3196 </td>",기타 : 장애인활동 지원사 수료증,
306,블루오션에스(주),물류 배송직원 및 보조원 모집 (정관),,"신선, 냉동 및 기타 수산물 도매업","<td> ㅁ 업 체 명 : 블루오션에스(주)<br/>ㅁ 근무주소 : 정관읍 정관상곡 2길59-49<br/>ㅁ 모집직종 : 물류배송 및 보조원 3명 <br/>** 거래처 배송 및 납품업무<br/>ㅁ 우대사항 : 운전면허 2종 이상(필수-수동 운전 가능자), 경력 3년이상 우대, 인근지역거주자 우대<br/>ㅁ 근무시간 : 주 5일, 08:00~17:00 (휴게 12:00~13:00) <br/>ㅁ 급여사항 : 연봉 3,000만원 <br/>ㅁ 복리후생 : 4대보험, 퇴직연금, 중식제공, 명절 및 휴가 상여금<br/>ㅁ 접수방법 : 전화 후 방문, 전자우편 접수 - 이력서<br/>ㅁ 이메일 접수 blueoceans1@naver.com<br/>ㅁ 문의 : 051-266-3636 / 010-4958-9800 // </td>","자동차운전면허2종보통(필수)
기타 : 2종이상 수동 면허증",
307,섬기는재활복지센터,주간보호센터 사회복지사 모집,,개인 간병 및 유사 서비스업,"<td> * 주간보호센터 사회복지사 업무<br/>* 사회복지사2급 필수<br/>* 운전 가능자, 치매이수자 우대 <br/>* 주5일, 08:30~17:30(09:00~18:00) 탄력근무<br/> 토요일 근무시 대체휴무<br/>* 경력자 우대 - 급여 협의 가능<br/><br/>문의<br/>* 채용담당자: 010-3414-6270<br/><br/> </td>","사회복지사2급(필수) ,
자동차운전면허2종보통(필수)",
308,(주)참조은재가복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [ 칠산동 ] 재가요양보호사 모집합니다.<br/><br/>- 낙민역 동래고등학교 뒤쪽 (안락동,칠산동 경계에 있는 빌라)<br/>- 4등급 76세 남자어르신/ 독거<br/>- 주 6일/ 09:00~12:00 <br/>- 시급 : 9,860원(수당포함 시 약 12,500원)<br/>- 정서, 가사, 일상생활지원 등/ 대상자 지인이 자주 방문함, 방문시 휴식해도 됨.<br/><br/>※ 참조은재가복지센터 : 051-553-5123 / 010-9774-1268 ※ </td>",요양보호사(필수),
309,으뜸재가복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [온천동] 재가요양보호사 모집<br/><br/>- 4등급 94세 독거 할머니<br/>- 주6일 / 08:30~11:30<br/>- 시급 9860원 외 수당별도 -&gt; 대략 12500원 <br/>- 가사지원, 말벗, 개인활동(목욕, 병원, 산책 동행) 등<br/><br/>** 으뜸재가센터 : 010-9611-3370 통화후 지원 **<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",요양보호사1급(필수),
310,편안한실버케어재가센터,요양보호사님 구합니다.(부전동),,방문 복지서비스 제공업,"<td> 부전시장근처 요양보호사님 모집<br/>근무시간:12:30~15:30 주4일<br/>74세 남자 4등급어르신(독거)<br/>시급:12400원 (세금포함)<br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/> </td>",요양보호사(필수),
311,가족사랑 노인복지 센터,1등급 여자어르신 케어하실 요양보호사 모집,,노인 요양 복지시설 운영업,"<td> - 치매가 약간 있으나 매우 온순(80대 여자어르신)<br/>- 식사, 청결 등 일상생활 지원 <br/>- 주 6일 4시간 (13:00~17:00)<br/>- 시급: 12,500원, 추가수당 일 3,000원 (*제수당포함)<br/>- 해운대구 반송동 반송도서관 인근 </td>",요양보호사(필수),
312,(주)성모복지센터,재가 요양보호사 채용,,사회복지 상담서비스 제공업,"<td> - 금곡주공 4단지 <br/>- 4등급 60년생 남자(독거)<br/>- 거동 가능<br/>- 일상생활 지원(식사, 청소, 세탁 등)<br/>- 주 5일 06:00~09:00<br/>- 시급 9,860원(주휴수당 발생 시 별도 지급) <br/>- 문의: 010-2991-0643<br/><br/>** 최근 1년 이내 건강검진 필수!<br/>** 휴대폰으로 연락주세요~ </td>",요양보호사(필수),
313,참편한재가노인복지센터,오전 재가요양 보호사 구함,,사회복지 상담서비스 제공업,"<td> * (4등급) 70세 할머니 <br/>- 근무지 : 사하구 다대동 몰운대아파트 <br/>- 오전 09:00 ~ 12:00 (일3시간 * 주6일) <br/>- 청소, 식사 준비, 목욕동행(주1회) <br/> <br/>* 제수당 포함 12,500 </td>",요양보호사(필수),
314,(주)케이엠,얼음생산직 채용,,창고 및 운송관련 서비스업,<td> ▶얼음생산 크레인 조작 <br/>▶근무예정지: 부산 서구 충무대로214<br/>▶근무시간: 08:00~익일08:00(격일제) /휴게시간포함 </td>,관계없음  ,
315,정향행복한마을,시설 요양보호사 모집,,노인 요양 복지시설 운영업,<td> *센터 내 대상자 어르신 케어<br/> - 4교대 근무(07:00~16:00 / 09:00~18:00 / 12:00~21:00 /21:00~익일09:00)<br/> - 근무표에 따라 휴무<br/> - 임금: 월급 210만원 이상<br/> - 이력서 사진부착(필수)<br/> - 요양보호사 자격증소지자<br/><br/>** 가급적 방문접수를 자제하여 주시고<br/>팩스 051-303-1250 / 이메일 jhhappy1001@naver.com 접수 <br/><br/>※ 서류 접수 후 합격자에 한해 별도 전화 연락 드립니다. <br/><br/><br/> </td>,요양보호사(필수),
316,대열방문요양센터,재가요양보호사 모집,,노인 요양 복지시설 운영업,"<td> [동래구] 재가요양보호사 모집<br/>- 대상자 : 2등급 할머니 (반와상), 경력 필수 <br/>- 직무내용 : 기저귀케어, 재활, 정서도움, 식사도움<br/>- 근무시기 : 8월 중순이후부터 출근<br/>- 근무지: 여고북로 123번 다길 8 <br/>- 근무시간: 9::00 ~ 13:00 주5일 (월-금) 1일4시간<br/>- 시 급 : 12,700원(수당포함) <br/>- 채용담당자 : 010-4014-9075<br/><br/>동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",요양보호사1급(필수),
317,효당재가노인복지센터,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [부곡동] 재가요양보호사 모집합니다.<br/><br/>- 부곡동, 늘푸른아파트<br/>- 4등급 78세 독거 여자 어르신<br/>- 주 5일, 오후 1시~4시<br/>- 시급 9,860원(수당 포함 시 약12,500원)<br/>- 가사지원, 일상생활지원, 식사준비 등<br/><br/>※ 효당재가노인복지센터 : 051-525-2301/ 010-7305-1848 ※ </td>",요양보호사(필수),
318,서산요양센터,재가요양보호사 모집,,보건 및 복지 행정,"<td> [온천동] 재가요양보호사 모집합니다.<br/><br/>- 동래구 온천동<br/> (온천장 농심호텔 인근}<br/>- 3등급 80대 여자어르신<br/> (부부거주)<br/>- 주5일/ 13:30~16:30/ <br/>- 시급 : 9,860원<br/> (수당포함시 12,500원)<br/>- 일반적인 요양보호사 업무<br/><br/>※ 채용담당자: 010-3458-1793 [ 서산요양센터 ] ※ </td>",요양보호사(필수),
319,즐거운재가복지센터,요양보호사 선생님을 모십니다(3등급 할머니),,노인 요양 복지시설 운영업,"<td> *[동구 증산로]재가 요양보호사 모집*<br/>-3등급 어르신 케어 할머니<br/>-일상지원, 가사지원, 식사지원, 병원동행 등<br/><br/>-근무시간16:00-19:00 /주6일/3시간<br/>-시급: 12,400원<br/> </td>",요양보호사1급(필수),
320,엘림노인복지센터,재가요양보호사 구인,,방문 복지서비스 제공업,"<td> [문현동] 재가요양보호사 구인<br/>- 3등급 남(45)<br/>- 주3일 / 09:00~12:00<br/>- 운동 등 지원/한달에 1~2회 연장근무 가능<br/>- 시급 12,500원(기본급 9,860원 + 주휴 및 기타수당 2,640원)<br/>- 엘림노인복지센터 051-639-7003 </td>",요양보호사1급(필수),
321,신모라재가복지센터,재가요양보호사 모집,,그 외 기타 보건업,"<td> - 모라주공 1단지<br/>- 4등급 70대 후반 남자어르신<br/>- 청소 및 산책 도움(2시간 가량)<br/>- 주 6일 8시~11시<br/>- 시급 9,860원(주휴수당, 연차수당 발생 시 별도 지급)<br/>- 채용담당자: 010-9302-8127 </td>",요양보호사(필수),
322,다솜재가복지센터,재가요양보호사 채용,,그 외 기타 보건업,"<td> [괘법동] 재가요양보호사 채용<br/>* 1등급 79세 할머니(딸 함께 거주)<br/>* 주5일 / 13:00~17:00 (30분 조율 가능)<br/>* 괘법동 사상강변동원아파트 <br/>* 시급: 12,500원(기본급 9,860원+수당포함) + 중증수당<br/>* 기저귀케어, 휠체어 도움 등 일상적인 요양보호사 업무<br/>* 다솜재가센터 최금주 010-9373-7750<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/> </td>",요양보호사(필수),
323,즐거운재가복지센터,요양보호사 선생님을 모십니다.,,노인 요양 복지시설 운영업,"<td> *재가 요양보호사 모집*<br/>-3등급 어르신 케어 할아버지<br/>-일상지원, 가사지원, 식사지원, 병원동행 등<br/>-근무시간:7시 ~ 10시 /주6일/3시간<br/>-시급: 최저시급 9,860원+기타수당=12,400원<br/> </td>",요양보호사1급(필수),
324,선행노인재가복지센터,재가요양보호사 모집,,노인 요양 복지시설 운영업,"<td> - [다대4지구 117동] <br/> : 4등급 70중반 남자어르신(독거)<br/>- 08:30~11:30분 주6일<br/>- 가사 및 일상생활 지원<br/>- 시급 9860원(연차수당, 주휴수당 별도)<br/><br/>*사하구청 일자리지원센터 채용대행중입니다. 051-220-5692으로 전화문의바랍니다.<br/><br/>*동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)등에 차이가 있을 수 있습니다. </td>",요양보호사(필수),
325,사회복지법인애광원애광재가노인복지기관,재가요양보호사 모집,,방문 복지서비스 제공업,"<td> 애광재가노인복지관<br/>금정산 SK뷰 (장전동)<br/>3등급 83세 여자어르신 / 독거<br/>주6일 10시~13시 / 월 26회<br/>시급 9,860원 *주휴, 연차수당 별도 <br/>문의 010-4170-1054<br/> </td>",요양보호사(필수),
326,태영개발주식회사,사직 쌍용예가 2차아파트/ 미화원 모집,,상용 인력 공급 및 인사관리 서비스업,"<td> [사직동] 사직 쌍용예가 2차아파트/ 미화원 모집합니다.<br/><br/><br/>- 아파트 단지 내, 외부 청소<br/>- 주 5일, 9시~15시 (휴게 12시~13시)/ 주 25시간<br/>- 월급: 1,285,260원<br/>※ 지원방법 및 문의 : ☎ 010-9230-1896 통화 후 방문지원 ※ [태영개발주식회사]<br/><br/>*** 전화 후 입사지원 바랍니다. 감사합니다. *** </td>",관계없음  ,
327,감동재가복지센터,[보수동} 재가요양보호사 모십니다,,그 외 기타 비거주 복지 서비스업,"<td> ● [보수동] 대림아파트 인근 거주<br/>● 3등급 80대 할머니 / 독거<br/>● 식사, 가사 도움 및 말 벗 등<br/>●주5일 /09:00 ~ 11:30<br/>● 시급 : 12.500원(9.860+제수당)<br/>● 채용담당자 : 051-905-5522<br/><br/>※ 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정) 등에 차이가 있을 수 있음 </td>",요양보호사(필수),
328,소나무재가노인복지센터,서구 송도 암남동 4등급 여성 어르신,,사회복지 상담서비스 제공업,"<td> 1) 근무 시간: 16:00-19:00 (시간협의가능)<br/>2) 근무일 : 주5일<br/>3) 시급 : 13,000원(수당 포함)*제세수당 별도 문의<br/>4) 어르신 상태 및 환경 : 스스로 보행 및 활동가능<br/>5) 주요업무 : 일반적인 재가요양업무(산책보조등)<br/> </td>",요양보호사1급(필수),
329,공덕향재가복지센터,재가요양보호사 모집,,노인 요양 복지시설 운영업,"<td> [금곡동] 금곡주공 1단지 재가요양보호사<br/><br/>- 대상자: 2등급 / 48년생 / 할머니(배우자동거)<br/>- 근무시간 : 12:30~16:30 / 주 6일 /4시간(서비스 이용자의 상황에 따라 근로시간 외 ""추가시간""이 있을 수 있음/2시간)<br/>- 수급자 케어, 식사제공, 청소,세탁, 기저귀 교환 등<br/>- 주휴수당 등 발생 시 별도지급<br/><br/>*지원문의 : 공덕향재가복지센터 051-939-3370 * </td>",요양보호사1급(필수),
330,국민건강재가 복지센터,재가요양보호사 채용,,방문 복지서비스 제공업,"<td> [부산진구 개금동] 재가요양보호사 채용<br/><br/>* 4등급 여자어르신 (파킨슨, 80대 초반, 가족 함께 거주)<br/>* 09:00~12:00 (월-금 주5일,15시간), 월-토 가능<br/>* 신체 지원, 가사지원, 정서 지원, 개인 활동 지원 등<br/>* 백양관문로 77번길 55 (개금동, 동원화인패밀리타운)<br/>* 시급 9,860원 (주휴수당 1,972원, 연차수당 668원 별도지급)<br/><br/>*지원을 희망하시는 분은 051-635-0086(센터장)으로 연락 후 방문하시기 바랍니다<br/><br/>● 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",요양보호사(필수),
331,(주)사랑나눔노인복지센터,주5일 / 오후 재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [범일동 진흥마제스타워]<br/><br/>* 1943년생 4등급 여자어르신 <br/>* 주5일(월~금) 근무<br/>* 오후2시~5시<br/>* 시급12,500원(주휴, 연차수당 포함/기본시급 9,860원)<br/>* 집안청소 및 정리정돈, 세탁, 식재료다듬기, 심장질환, 초기치매 있음 <br/>* 문의 051)868-0434<br/> </td>",요양보호사(필수),
332,행복한재가복지센터,재가요양보호사 모집,,개인 간병 및 유사 서비스업,"<td> - 금정구 금샘로17번길 34<br/>- 주 5일, 08:00~11:00 / 서비스이용자의 상황에 따라 근로시간 외 ""추가시간""있음(일 4시간 희망)<br/>- 4등급 여 어르신, 동거인 할아버지 [24시간 근무자 있음]<br/>- 음식만들기 위주<br/>- 9,860원 외 수당별도 ( 약 12,500원)<br/><br/> ** 문의 : ☎ 010-3865-7289 / ☎ 051-556-9688 [행복한재가복지센터] **<br/> </td>",요양보호사1급(필수),
333,주식회사아름다운시니어온누리주야간보호센터,주간보호센터 요양보호사 모십니다,,방문 복지서비스 제공업,"<td> ● 괴정동 주간보호센터 요양보호사<br/>● 어르신 케어 및 송영 업무<br/>● 월급 2,060,740 원<br/>● 근무시간 : 주5일 / 08:30~17:30<br/>● 토요일, 공휴일도 근무 가능한 분(토요일 월 최대 2~3회 정도)<br/>● 토요일, 공휴일 근무 시 평일 대체 휴일 사용<br/>● 운전 가능 해야함 </td>","요양보호사(필수)
기타 : 자동차운전면허 자격증",
334,행복한노인복지요양센터,주6일 /오전/재가요양보호사 모집,,방문 복지서비스 제공업,"<td> [도개공영구임대아파트] <br/>재가요양보호사 구인 등록 시 장기요양급여로 인증받은 시간만 구인등록 가능합니다.<br/><br/>- 41년생 3등급 할머니 (독거) <br/>- 주6일(월~토) / 오전9시~12시 <br/>- 시급 : 12,500원 (주휴, 연차수당 포함/기본시급 9,860원)<br/>- 일상생활지원 등 /거동불편, 어지럼증, 체격 있음<br/>- 어르신 말대답하는거 싫어함. 말수 없는 분 희망<br/>- 문의 051)502-8833 / 010-4937-7070<br/><br/>**요양보호사 자격증 / 1년 이내 건강검진 결과표**<br/> </td>",관계없음  ,
