id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,work_hours,details,email,certification,preference_id,region_id
75,워크넷,주식회사돌보미재가복지센터,요양보호사님 모십니다,,"시급 9,860원 ~ 12,500원",2024-08-20,9999-01-01,"부산광역시 중구 대청동4가 대청로99번길 9-1, 2층 (대청동4가)",관계없음,학력무관,주 3일 근무 (주 소정근로시간: 9시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBP002408200003&rtnTarget=list8,,,"<td> ● 대청동 / 대청동 주민센터 인근 거주<br/>● 1등급 남자 어르신 (82세 )/배우자 거주<br/>● 주 3일 (오후 2시~5시)<br/>● 목욕 보조, 반찬 만들기 등<br/>● 시급 12,500원 (9860원+제수당) + 1일 가산 수당 3000원 별도<br/><br/>* 동 구인은 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",,요양보호사(필수),,6
76,워크넷,(주)대한시스템,부전동 미화반장 모집,,월급 155만원 ~ 155만원,2024-08-20,9999-01-01,"부산광역시 부산진구 중앙대로 664, 이랜드피어 (부전동, 이랜드 PEER 서면)",경력 (최소 0년 3 개월 이상) 우대,학력무관,주 6일 근무 (주 소정근로시간: 29시간) ,건축물 일반 청소업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002408200007&rtnTarget=list9,,,"<td> 부전동 이랜드피어서면 미화원 모집합니다.<br/><br/>- 주6일 / 월~금 09-16시(휴게시간포함), 토 09-12시<br/><br/>- 급여 : 1,553,820원 / <br/>- 지원방법 : 팩스접수 <br/><br/>- 지원희망시 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)<br/><br/>*** 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. </td>",,관계없음 ,,9
77,워크넷,파크병원,원무팀 야간경비업무 채용,,월급 251만원 이상,2024-08-20,9999-01-01,부산광역시 사하구 까치고개로 79-1 (괴정동),관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,공중 보건 의료업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052408200010&rtnTarget=list10,051-220-5692,,"<td> 1. 원무 야간당직 업무 (병원 경비)<br/> <br/>- 근무시간 (오전 9시~ 익일 9시) 3명 3교대 (24시간 근무, 비번, 비번) <br/>- 휴게시간 : 8:40~9:00, 12:00~12:30, 16:00~16:30, 18:00~18:20 24:00~05:00 (6시간 40분)<br/>- 세전 약 2,510,061원 (연장근로, 야간근로수당 포함 금액임) <br/>- 신임경비교육이수증 (필수)<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다. <br/>지원 문의: 051-220-5692 실제 구직지원 의사 있는 분들만 접수 부탁드립니다. </td>",,자동차운전면허1종보통(필수) 기타 : 경비원교육이수증(필수),,10
78,워크넷,(주)참사랑재가노인복지센터,재가요양보호사 구인,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 사하구 옥천로70번길 119, . (감천동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200018&rtnTarget=list1,,,"<td> -감천산복도로 스마트팜 옆 주택<br/>-4등급 90세 할머니(독거)<br/>-09:00~12:00, 주5일<br/>-시급12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>** 담당자 연락처: 051-291-0944<br/><br/>※ 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",,요양보호사(필수),,10
79,워크넷,한솔DS,도배풀 생산직 모집,,월급 250만원 이상,2024-08-20,9999-01-01,"부산광역시 사상구 사상로 539, . (모라동)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,접착제 및 젤라틴 제조업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002408200001&rtnTarget=list2,,,"<td> * 도배풀 생산, 포장, 배송 업무<br/> - 1톤 트럭 운전 가능 <br/> - (주5일) 08:00~17:00 / 업무량에따라 초과 근무 있음<br/> -임금: 250만원이상 / 초과근무시 수당 따로 지급 </td>",,자동차운전면허1종보통(필수),,4
80,워크넷,파크병원,미화 청소 채용,,월급 161만원 이상,2024-08-20,9999-01-01,부산광역시 사하구 까치고개로 79-1 (괴정동),관계없음,학력무관,주 6일 근무 (주 소정근로시간: 32시간) ,공중 보건 의료업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K130052408200009&rtnTarget=list3,051-220-5696,,"<td> 1. 병원 청소 근무자 구인 <br/>- 근무시간 : 평일 07시~15시, 토요일 07시~11시 (주 31.5시간)<br/>- 휴게시간 : 평일 08시30분~09시30분, 12시~13시30분 (총 2.5시간), 토요일은 휴게 없음.<br/>- 세전 약 1,619,990원 <br/><br/>- 공휴일 휴무, 추석 설날 근무 중간 오전 근무 <br/>- 연차 지급<br/><br/><br/>* 부산 사하구청 일자리지원센터에서 서류전형 채용대행접수 진행중입니다. <br/>지원 문의: 051-220-5696 실제 구직지원 의사 있는 분들만 접수 부탁드립니다. </td>",,관계없음 ,,10
81,워크넷,(주)삼성티엠에스,신세대지큐빌아파트 미화원 모집,,월급 199만원 이상,2024-08-20,9999-01-01,"부산광역시 사하구 다대로277번길 85, . (장림동, 신세대지큐빌)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 36시간) ,임시 및 일용 인력 공급업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408200001&rtnTarget=list4,051-220-5692,,"<td> [장림동] 신세대지큐빌아파트 미화원 모집<br/>* 아파트 미화업무<br/>* 근무시간 : 13시~19시(월~일 근무/ 매주목요일 1일 휴무)<br/>* 예초기사용자<br/>* 경력자우대,복지카드소지자우대<br/><br/>사하구청 일자리 지원센터 채용대행중입니다. ☎ 051-220-5692으로 전화문의바랍니다.<br/> </td>",,관계없음 ,,10
82,워크넷,효드림재가센터,재가 요양보호사 채용,,"시급 9,860원 ~ 12,500원",2024-08-20,2024-10-19,"부산광역시 사상구 가야대로 264, 좋은주례요양병원 인근 (주례동)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200016&rtnTarget=list5,,,<td> - 좋은주례요양병원 인근<br/>- 4등급 83세 할머니(독거)<br/>- 거동 불편<br/>- 일상 지원<br/>- 주 6일 9시~12시<br/>- 문의: 010-3495-2331 </td>,,요양보호사(필수),,4
83,워크넷,주식회사하나종합관리,(채용대행) 좌동 KCC스위첸 아파트 미화원,,월급 167만원 ~ 167만원,2024-08-20,9999-01-01,"부산광역시 해운대구 세실로 80 (좌동, 해운대케이씨씨스위첸)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 33시간) ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932408200003&rtnTarget=list6,051-702-9196,,"<td> 좌동 KCC스위첸 아파트 미화원<br/><br/>▶미화원 1명<br/>▶근무지:해운대구 세실로 80(좌동 장산역 뒤) <br/>▶근무시간: (월~금) 9시~16시/ (토)9시~12시 <br/>▶휴게시간:1시간<br/>▶급여: 월 1,671,270원(식대 80,000원 지급)<br/>▶제출서류: 이력서 <br/>▶접수방법: 메일 (hw702-9196@naver.com) 또는 팩스 (051-702-9188)<br/>▶문의: 해운대새일센터 /051-702-9196<br/><br/>※이력서 상단에 [좌동 KCC스위첸 미화원 지원] 작성 부탁드립니다.<br/><br/>*실업급여 수급 목적을 위한 지원은 자제 부탁드립니다.* </td>",,관계없음 ,,12
84,워크넷,(주)호송복지재가원,4등급 여자 독거어르신,,"시급 9,860원 이상",2024-08-20,9999-01-01,"부산광역시 해운대구 우동1로20번가길 43, . (우동, 삼보주택)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200015&rtnTarget=list7,051-419-4378,,"<td> *4등급 여자 독거어르신<br/>*병원동행 및 가사지원<br/>*주5일 9시~12시(3시간)<br/>*부산광역시 해운대구 우동1로20번가길 43(우동, 삼보주택)<br/><br/>*문의: 051-419-4378<br/><br/>*부산광역시 해운대구 우동1로20번가길 43(우동, 삼보주택)<br/>*실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로, 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/> </td>",,요양보호사(필수),,12
85,워크넷,행복재가복지센터,재가요양보호사 모집,,"시급 12,400원 이상",2024-08-20,9999-01-01,"부산광역시 금정구 청룡예전로 74, . (청룡동, 경동아파트)",관계없음,학력무관,주 6일 근무 ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10922408200002&rtnTarget=list8,,,"<td> - 대상자: 4등급 남자어르신(36년생) <br/>- 근무내용: 일상생활지원 <br/>- 근무지: 금정구 청룡예전로 (청룡동, 경동아파트 2차) <br/>- 근무시간: 9시-12시 / 주6일 <br/>- 시급: 12,400원(수당포함)<br/>- 채용담당자 : 010-6787-3858<br/><br/>동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 </td>",,요양보호사(필수),,13
86,워크넷,효드림재가센터,재가 요양보호사 채용,,"시급 9,860원 ~ 12,500원",2024-08-20,2024-10-19,"부산광역시 해운대구 해운대로 428, .. (우동, 동부올림픽타운)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200014&rtnTarget=list9,,,<td> - 동부올림픽타운<br/>- 4등급 86세 할머니(부부 거주)<br/>- 거동 가능<br/>- 일상 지원<br/>- 주 6일 9시~12시<br/>- 문의: 010-3495-2331 </td>,,요양보호사(필수),,12
87,워크넷,주식회사하나종합관리,<채용대행> 명지 극동스타클래스 아파트 미화원 모집,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 강서구 명지오션시티2로 71 (명지동, 극동 스타클래스)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 30시간) ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10932408200002&rtnTarget=list10,051-702-9196,,"<td> &lt;채용대행&gt; 명지 극동스타클래스 아파트 미화원<br/><br/>*실업급여 수급 목적을 위한 지원은 자제 부탁드립니다.*<br/><br/>▶미화원 1명<br/>▶근무지: 강서구 명지오션시티 2로 71(명지동)<br/>▶근무시간: (월~금) 9시~16시/(토)9시~12시/ 토요일 격주휴무<br/>▶휴게시간:1시간<br/>▶급여: 월 1,607,180원<br/>▶제출서류: 이력서 <br/>▶접수방법: 메일 (hw702-9196@naver.com) 또는 팩스 (051-702-9188)<br/>▶문의: 해운대새일센터 /051-702-9196<br/><br/>※이력서 상단에 [명지 극동스타클래스 미화원 지원] 작성 부탁드립니다.<br/> </td>",,관계없음 ,,7
88,워크넷,사랑인복지센터,재가요양보호사 구인,,"시급 9,860원 이상",2024-08-20,9999-01-01,"부산광역시 연제구 중앙대로 1164, - (연산동, 삼익아파트)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,개인 간병 및 유사 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBN002408200004&rtnTarget=list1,,,"<td> [교대역 인근]재가요양보호사 구인<br/>- 1등급 80대 초반 여자어르신(독거)<br/>- 주6일 / 8:30-11:30 또는 8:00-11:00<br/>- 오후 요양보호사 근무중으로 중증수당이 없음<br/>- 월 19일 정도 공단급여 + 나머지 일수 개인부담<br/>- 연산동 삼익아파트<br/>- 집안 내 보행기 사용하여 실내 이동가능하고 인지 좋으심. 낮시간 동안 화장실 이용<br/>- 아침 기저귀 정리, 세면도움, 아침식사 준비, 집안정리, 말벗도움, 집앞복도 운동<br/>- 공휴일 근무 가능자 우대<br/>- 시급 12,500원(기본9,860원+제수당 포함)<br/>- 사랑인 재가센터 마현진 051-862-4002 </td>",,요양보호사(필수),,11
89,워크넷,BHS재가복지사랑채,개금동 요양보호사 모집합니다.,,"시급 9,860원 ~ 9,860원",2024-08-20,2024-10-19,"부산광역시 부산진구 백양관문로77번길 56 (개금동, 개금우드빌)",관계없음,학력무관,주 5일 근무 ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002408200006&rtnTarget=list2,,,"<td> 개금동 요양보호사 구함<br/><br/>4등급 할머니(독거)<br/>** 가사지원<br/><br/>시간 :14:00~17:00 또는 15:00~18:00 주5일<br/>시급 : 12.500원 (제수당포함) <br/><br/><br/>▶지원희망시 부산진구청 취업정보센터로 전화주세요(☎051-605-6401)◀<br/><br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자<br/>마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. </td>",,요양보호사(필수),,9
90,워크넷,일신주간보호센터,일신주간보호센터 재가요양보호사 모집(정관),,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 기장군 정관읍 정관1로 18, . (이지 더원1차 아파트)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 18시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002408200004&rtnTarget=list3,,,"<td> ㅁ 업 체 명 : 일신주간보호센터(정관)<br/>ㅁ 근무주소 : 정관읍 이지더원1차 @<br/>ㅁ 모집직종 : 재가요양보호사 1명 (5등급 70대 중반 여자 어르신, 부부거주) <br/>ㅁ 우대사항 : 요양보호사 자격증(필수), 치매교육이수증(필수)<br/>ㅁ 근무시간 : 주 5~6일, 15:30 ~ 18:30<br/>ㅁ 급여사항 : 시급 12,400원 (수당포함)<br/>ㅁ 복리후생 : 4대보험<br/>ㅁ 접수방법 : 전화 후 방문, 팩스 접수 - 이력서, 자격증사본 <br/>ㅁ 연락처 : 051-727-3185/ 팩스 : 051-728-0110 </td>",,요양보호사(필수) 기타 : 치매교육이수증,,2
91,워크넷,다올노인재가복지센터,재가요양보호사 구인,,"시급 12,500원 ~ 12,500원",2024-08-20,9999-01-01,"부산광역시 수영구 남천동로22번길 33 (남천동, 봉황)",관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,사회복지 상담서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBM002408200002&rtnTarget=list4,,,"<td> [남천동] 재가요양보호사 모집<br/><br/>- 4등급 할머니(55년생)/ 아들과 거주(근무시간에는 안 계심)/ 파킨슨(일상생활, 보행 가능)<br/>- 13:00~16:00 , 주5일(월 1~2회 토요일 근무할 수도 있음)<br/>- 남천동 봉황맨션<br/>- 가사활동, 말벗, 산책 동행, 주 1회 목욕탕 동행<br/>- 문의 : 010 - 5795 - 2460 [채용 담당자]<br/><br/>*** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음*** </td>",,요양보호사1급(필수),,5
92,워크넷,(주)윤정은빛종합복지센터,재가요양보호사 채용,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 영도구 대평동1가 대평로 16, . (대평동1가, 대동대교맨션아파트)",관계없음,초졸이하,주 5일 근무 (주 소정근로시간: 15시간) ,그 외 기타 보건업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200012&rtnTarget=list5,,,"<td> - 3등급 할머니(42년생/따님 동거하나 케어시간 안계심)<br/>- 대평동 대동대교맨션A 거주함<br/>- 일반요양업무, 병원동행 등<br/>- 09:30~12:30 (3시간) + 16:30~18:30 (2시간) / 주3일(월수금)<br/>-시급 9,860원(주휴수당, 연차수당 발생 시 별도 지급)<br/>☎ 051-417-1113 또는 010-9350-6787 로 연락주시면 됩니다 </td>",,요양보호사(필수),,17
93,워크넷,사회복지법인애광원애광재가노인복지기관,재가요양보호사 모집,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,부산광역시 금정구 서동로49번길 4 (부곡동),관계없음,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBC002408200003&rtnTarget=list6,,,"<td> [애광재가노인복지기관]<br/>구서동 구서유림노르웨이 아파트<br/>5등급(치매이수 필수) / 42년생 여자어르신 / 독거<br/>주5일 / 평일 09시~12시<br/>시급 11,250원 (기본시급 9,860원+주휴수당) / 연월차 수당 별도 <br/>문의 051-997-1457 / 010-4170-1054 </td>",,요양보호사(필수),,13
94,워크넷,사단법인자유시장번영회,자유시장 환경미화원 채용- A조(오전6시00분 출근 / 오후4시00분 퇴근). B조(오전8시00분 출근 / 오후6시00분 퇴근) 순환근무,,월급 214만원 ~ 214만원,2024-08-20,2024-08-26,"부산광역시 동구 조방로 48, 자유시장 (범일동)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 40시간) ,협회 및 단체,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBF002408200001&rtnTarget=list7,,,<td> - 자유시장 내부중심 청소 업무로 종이박스와 일반쓰레기 청소가 주업무임<br/><br/>A조 - 오전6시00분 출근 / 오후4시00분 퇴근<br/>B조 - 오전8시00분 출근 / 오후6시00분 퇴근<br/>=&gt;A조 B조 순환근무/주6일근무(일요일 고정 휴무)/1달 월~토 사이에 2일 휴무 </td>,,관계없음 ,,14
95,워크넷,365재가복지센터,재가요양보호사 모집,,"시급 9,860원 ~ 12,500원",2024-08-20,2024-10-19,부산광역시 해운대구 재반로 61 (재송동),관계없음,학력무관,주 5일 근무 ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002408200003&rtnTarget=list8,,,"<td> * 남자요양보호사 지원가능!<br/>- 재송1동 주민센터 근처<br/>- 4등급 78세 남자어르신<br/> (가족과 거주이나 오전에는 혼자계심)<br/>- 주 5일 9시~12시<br/>- 시급 9,860원<br/> (수당포함시 12,500원)<br/>- 신체활동 지원,가사지원,등 일상생활지원 <br/><br/>* 365재가복지센터: 010-2338-0109/051-558-1117 * </td>",,요양보호사(필수),,12
96,워크넷,(주)듀델코리아,삼한힐파크 아파트 미화원 채용,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 북구 화명대로 119, , (화명동, 삼한힐파크)",관계없음,학력무관,주 6일 근무 ,경비 및 경호 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002408200003&rtnTarget=list9,051-888-6914,,"<td> [화명동] 삼한힐파크 아파트 미화원 채용<br/><br/>- 아파트 미화원 1명 채용<br/>- 근무시간 : 주6일 근무, 평일 9:00~15:00 (휴게 12:00~13:00), 토요일 9:00~12:00<br/>- 급여 : 월 1,417,870원<br/>- 지원방법 : 이력서 팩스 제출 (팩스번호 051-888-6919)<br/>- 지원문의 : 051-888-6914<br/><br/>* 이력서 상단 ""화명동 삼한힐파크 미화원 지원"" 반드시 기재 후 전송 <br/>* 사전 약속없이 근무지 (아파트)로 방문하는 경우가 없도록 해주시기 바랍니다. </td>",,관계없음 ,,15
97,워크넷,부산노인복지센터,요양보호사님을 모집합니다.,,"시급 9,860원 이상",2024-08-20,9999-01-01,"부산광역시 해운대구 신반송로 159, . (반송동, 도개공아파트)",경력 (최소 1년 0 개월 이상) 필수,학력무관,주 5일 근무 (주 소정근로시간: 15시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052408200002&rtnTarget=list1,,,"<td> - 4등급 (80대) 여자어르신 , 독거 / 반송동 도개공 아파트<br/>- 08:30 ~ 11:30(주5일) <br/>- 시급: 12,500원, (*제수당포함)<br/>- 일상생활지원 및 말벗 지원 등 일상생활 지원 <br/>- 초기 치매 </td>",,요양보호사(필수),,12
98,워크넷,해피데이노인복지센터,재가요양보호사 모집,,"시급 9,860원 ~ 12,500원",2024-08-20,9999-01-01,"부산광역시 동래구 중앙대로 1324, 동래역 인근 (온천동)",관계없음,학력무관,주 3일 근무 (주 소정근로시간: 9시간) ,그 외 기타 거주 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002408200001&rtnTarget=list2,,,"<td> - 동래역 인근 <br/>- 3등급 여 어르신(팔십세)<br/>- 주 3일, 09:00~12:00 / 월, 수, 금 또는 화, 목, 토<br/>- 시급 9,860(수당포함 시 약 12,500원)<br/>- 청소와 목욕, 산책 도움<br/>- 담당자 010-2045-6800 [해피데이 노인복지센터] </td>",,요양보호사(필수),,3
99,워크넷,가연요양지원센터,주간보호센터 시설요양보호사 채용,,월급 206만원 ~ 215만원,2024-08-20,9999-01-01,부산광역시 금정구 동부곡로19번길 3 (부곡동),경력 (최소 1년 0 개월 이상) 우대,학력무관,주 5일 근무 (주 소정근로시간: 40시간) ,그 외 기타 비거주 복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBC002408200001&rtnTarget=list3,,,"<td> [가연요양지원센터]<br/>- 주간보호센터 시설요양보호사 채용<br/>- 근무지 : 금정구 동부곡로19번길 3<br/>- 근무시간 : 07:50~17:00 / 주5일<br/>- 임금 : 월2,060,740원~2,150,000원<br/>- 경력자 우대 (1년이상)<br/>- 송영지원 : 운전면허 1종보통 (스타렉스 운전가능자)<br/>- 학습 지원하기, 인지력향상지원하기, 일상생활 함께하기<br/>- 문의 : 518-0904 (010-6561-0904) </td>",,"요양보호사1급(필수) , 자동차운전면허1종보통(필수)",,13
100,워크넷,낙원재가복지센터,범천동 재가요양보호사,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 부산진구 가야대로 702, . (범천동, 서면 이-편한세상)",관계없음,학력무관,주 6일 근무 ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002408200002&rtnTarget=list4,,,"<td> - 대상자: 4등급 72세 여자 여르신(배우자와 함께 거주)<br/>- 거주지: 범천동 서면 e편한세상아파트<br/>- 근무시간: 8시~11시(주6일)/ 월~토(일요일 휴무)<br/>- 시급: 12,450원(주휴,연차수당을 포함한 포괄시급)<br/>- 가사 지원, 일상생활지원, 산책동행 (근무여건 좋음)<br/><br/>- 문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6405)<br/><br/>- 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. </td>",,요양보호사1급(필수),,9
101,워크넷,다복재가방문요양센터,재가요양보호사 모집,,"시급 9,860원 ~ 9,860원",2024-08-20,2024-10-19,"부산광역시 연제구 법원북로 93, . (거제동, 거제센트럴자이)",관계없음,학력무관,주 3일 근무 (주 소정근로시간: 9시간) ,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912408200002&rtnTarget=list5,,,"<td> [거제센트럴자이아파트 근무 예정]<br/><br/>* 3등급 남자어르신(60대후반)/부부거주(배우자님이 많이 도와주심)<br/>* 일상생활지원 등<br/>* 근무시간: 오후 1시~4시 (3시간, 주3일)<br/>* 시급 12,500원(시급 9,860원 주휴수당, 연차수당 별도 지급 포함)<br/>* 문의: 010-4556-3088 </td>",,요양보호사(필수),,11
102,워크넷,온누리재가노인복지센터,재가요양보호사 채용,,"시급 9,860원 ~ 9,860원",2024-08-20,9999-01-01,"부산광역시 부산진구 동평로 352, 현대아파트 (양정동, 현대아파트)",관계없음,학력무관,주 6일 근무 (주 소정근로시간: 24시간) ,노인 요양 복지시설 운영업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBH002408200001&rtnTarget=list6,,,"<td> [양정동] 재가요양보호사 채용<br/><br/>- 근무지역 : 진구 동평로 (양정동) 현대아파트<br/>- 2등급 90대 후반 여자 어르신 / 아들과 거주(관여X)<br/>- 근무시간 : 주 6일, 08:00~12:00 (4시간) <br/>- 시급 : 12,700원 (주휴,연차수당을 포함한 포괄시급)<br/>- 근무내용 : 가사지원, 일상생활지원 등 <br/> * 근무시간에는 기저귀 사용 없음. (케어X)<br/> * 휠체어 사용 시 부축도움 필요, 이동변기 사용<br/> <br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6405)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/> </td>",,요양보호사(필수),,9
